,hannanum,kkma,komoran,okt
6,"('서', 'PV')","('들', 'XSN')","('들', 'XSN')","('도', 'Josa')"
7,"('ㄴ', 'ET')","('도', 'JX')","('도', 'JX')","('시대', 'Noun')"
8,"('사람들', 'NC')","('시대적', 'NNG')","('시대', 'NNG')","('적', 'Suffix')"
9,"('도', 'JX')","('과제', 'NNG')","('적', 'XSN')","('과제', 'Noun')"
10,"('시대적', 'NC')","('를', 'JKO')","('과제', 'NNG')","('를', 'Josa')"
11,"('과제', 'NC')","('해결', 'NNG')","('를', 'JKO')","('해결', 'Noun')"
12,"('를', 'JC')","('하', 'XSV')","('해결', 'NNG')","('할', 'Verb')"
13,"('해결', 'NC')","('ㄹ', 'ETD')","('하', 'XSV')","('실마리', 'Noun')"
14,"('하', 'XS')","('실마리', 'NNG')","('ㄹ', 'ETM')","('를', 'Josa')"
15,"('ㄹ', 'ET')","('를', 'JKO')","('실마리', 'NNG')","('책', 'Noun')"
16,"('실마리', 'NC')","('책', 'NNG')","('를', 'JKO')","('에서', 'Josa')"
17,"('를', 'JC')","('에서', 'JKM')","('책', 'NNG')","('찾으려', 'Verb')"
18,"('책', 'NC')","('찾', 'VV')","('에서', 'JKB')","('했던', 'Verb')"
19,"('에서', 'JC')","('으려', 'ECD')","('찾', 'VV')","('것', 'Noun')"
20,"('찾', 'PV')","('하', 'VV')","('으려', 'EC')","('이다', 'Josa')"
21,"('으려', 'EC')","('었', 'EPT')","('하', 'VV')","('.', 'Punctuation')"
22,"('하', 'PX')","('더', 'EPT')","('았', 'EP')",-
23,"('었', 'EP')","('ㄴ', 'ETD')","('던', 'ETM')",-
24,"('던', 'ET')","('것', 'NNB')","('것', 'NNB')",-
25,"('것', 'NB')","('이', 'VCP')","('이', 'VCP')",-
26,"('이', 'JP')","('다', 'EFN')","('다', 'EF')",-
27,"('다', 'EF')","('.', 'SF')","('.', 'SF')",-
28,"('.', 'SF')",-,-,-
0,"('독', 'NC')","('독서', 'NNG')","('독서', 'NNG')","('독서', 'Noun')"
1,"('서', 'JC')","('는', 'JX')","('는', 'JX')","('는', 'Josa')"
2,"('는', 'JX')","('자기', 'NP')","('자기', 'NP')","('자기', 'Noun')"
3,"('자기', 'NP')","('내면', 'NNP')","('내면', 'NNG')","('내면', 'Noun')"
4,"('내면', 'NC')","('으로', 'JKM')","('으로', 'JKB')","('으로의', 'Josa')"
5,"('으로의', 'JC')","('의', 'JKG')","('의', 'JKG')","('여행', 'Noun')"
6,"('여행', 'NC')","('여행', 'NNG')","('여행', 'NNG')","('이며', 'Josa')"
7,"('이', 'JP')","('이', 'VCP')","('이', 'VCP')","('외부', 'Noun')"
8,"('며', 'EC')","('며', 'ECE')","('며', 'EC')","('세', 'Modifier')"
9,"('외부', 'NC')","('외부', 'NNG')","('외부', 'NNG')","('계로', 'Noun')"
10,"('세계', 'NC')","('세계로', 'NNP')","('세계로', 'NNP')","('의', 'Josa')"
11,"('로의', 'JC')","('의', 'JKG')","('의', 'JKG')","('확장', 'Noun')"
12,"('확장', 'NC')","('확장', 'NNG')","('확장', 'NNG')","('이다', 'Josa')"
13,"('이', 'JP')","('이', 'VCP')","('이', 'VCP')","('.', 'Punctuation')"
14,"('다', 'EF')","('다', 'EFN')","('다', 'EF')",-
15,"('.', 'SF')","('.', 'SF')","('.', 'SF')",-
0,"('폐허', 'NC')","('폐허', 'NNG')","('폐허', 'NNP')","('폐허', 'Noun')"
1,"('속', 'NC')","('속', 'NNG')","('속', 'NNG')","('속', 'Noun')"
2,"('에서', 'JC')","('에서', 'JKM')","('에서', 'JKB')","('에서도', 'Josa')"
3,"('도', 'JX')","('도', 'JX')","('도', 'JX')","('책', 'Noun')"
4,"('책', 'NC')","('책', 'NNG')","('책', 'NNG')","('을', 'Josa')"
5,"('을', 'JC')","('을', 'JKO')","('을', 'JKO')","('찾은', 'Verb')"
6,"('찾', 'PV')","('찾', 'VV')","('찾', 'VV')","('사람', 'Noun')"
7,"('은', 'ET')","('은', 'ETD')","('은', 'ETM')","('들', 'Suffix')"
8,"('사람', 'NC')","('사람', 'NNG')","('사람', 'NNG')","('은', 'Josa')"
9,"('들', 'XS')","('들', 'XSN')","('들', 'XSN')","('독서', 'Noun')"
10,"('은', 'JX')","('은', 'JX')","('은', 'JX')","('가', 'Josa')"
11,"('독', 'NC')","('독서', 'NNG')","('독서', 'NNG')","('지닌', 'Verb')"
12,"('서가', 'JC')","('가', 'JKS')","('가', 'JKS')","('힘', 'Noun')"
13,"('지니', 'PV')","('지니', 'VV')","('지니', 'VV')","('을', 'Josa')"
14,"('ㄴ', 'ET')","('ㄴ', 'ETD')","('ㄴ', 'ETM')","('알', 'Noun')"
15,"('힘', 'NC')","('힘', 'NNG')","('힘', 'NNG')","('고', 'Josa')"
16,"('을', 'JC')","('을', 'JKO')","('을', 'JKO')","(',', 'Punctuation')"
17,"('알', 'PV')","('알', 'VV')","('알', 'VV')","('자신', 'Noun')"
18,"('고', 'EC')","('고', 'ECE')","('고', 'EC')","('과', 'Josa')"
19,"(',', 'SP')","(',', 'SP')","(',', 'SP')","('현실', 'Noun')"
20,"('자신', 'NC')","('자신', 'NNG')","('자신', 'NNG')","('에', 'Josa')"
21,"('과', 'JC')","('과', 'JC')","('과', 'JC')","('대한', 'Noun')"
22,"('현실', 'NC')","('현실', 'NNG')","('현실', 'NNG')","('이해', 'Noun')"
23,"('에', 'JC')","('에', 'JKM')","('에', 'JKB')","('를', 'Josa')"
24,"('대하', 'PV')","('대하', 'VV')","('대하', 'VV')","('구', 'Noun')"
25,"('ㄴ', 'ET')","('ㄴ', 'ETD')","('ㄴ', 'ETM')","('하고자', 'Verb')"
26,"('이', 'NN')","('이해', 'NNG')","('이해', 'NNG')","('책', 'Noun')"
27,"('해', 'NB')","('를', 'JKO')","('를', 'JKO')","('과의', 'Josa')"
28,"('를', 'JC')","('구하', 'VV')","('구하', 'VV')","('대화', 'Noun')"
29,"('구하', 'PV')","('고자', 'ECD')","('고자', 'EC')","('를', 'Josa')"
30,"('고자', 'EC')","('책', 'NNG')","('책', 'NNG')","('시도', 'Noun')"
31,"('책', 'NC')","('과', 'JKM')","('과', 'JKB')","('하고', 'Josa')"
32,"('과의', 'JC')","('의', 'JKG')","('의', 'JKG')","('있었던', 'Adjective')"
33,"('대화', 'NC')","('대화', 'NNG')","('대화', 'NNG')","('것', 'Noun')"
34,"('를', 'JC')","('를', 'JKO')","('를', 'JKO')","('이다', 'Josa')"
35,"('시도', 'NC')","('시도', 'NNG')","('시도', 'NNG')","('.', 'Punctuation')"
36,"('하고', 'JC')","('하', 'XSV')","('하', 'XSV')",-
37,"('있', 'PA')","('고', 'ECE')","('고', 'EC')",-
38,"('었', 'EP')","('있', 'VXV')","('있', 'VX')",-
39,"('던', 'ET')","('었', 'EPT')","('었', 'EP')",-
40,"('것', 'NB')","('더', 'EPT')","('던', 'ETM')",-
41,"('이', 'JP')","('ㄴ', 'ETD')","('것', 'NNB')",-
42,"('다', 'EF')","('것', 'NNB')","('이', 'VCP')",-
43,"('.', 'SF')","('이', 'VCP')","('다', 'EF')",-
44,-,"('다', 'EFN')","('.', 'SF')",-
45,-,"('.', 'SF')",-,-
