0,1
나타나__000101,VV
고,EC
있__01,VX
습니다,EF
.,SF
오늘__000101,NNG
은,JX
다문화,NNG
가정__060002,NNG
지원__020000,NNG
정책__020000,NNG
의,JKG
문제__060002,NNG
와,JC
그__01,MM
해결__020001,NNG
방법__000001,NNG
에,JKB
대하__020003,VV
여,EC
논의하,VV
여,EC
보__01,VX
도록,EC
하__01,VX
겠,EP
습니다,EF
.,SF
토론__010000,NNG
을,JKO
위하__010001,VV
여,EC
다문화,NNG
가정__060002,NNG
협회,NNG
의,JKG
정영미,NNP
협회,NNG
장__41,XSN
",",SP
다__09,XPN
문화__010001,NNG
교육,NNG
센터__020001,NNG
오영진,NNP
센터__020001,NNG
장__41,XSN
",",SP
사회학,NNG
과__040001,NNG
김인수,NNP
교수__060002,NNG
님__04,XSN
을,JKO
이__05,MM
자리__010001,NNG
에,JKB
모시__000200,VV
었,EP
습니다,EF
.,SF
먼저,MAG
다문화,NNG
가정__060002,NNG
지원__020000,NNG
정책__020000,NNG
과,JKB
관련하,VV
여서,EC
가장__01,MAG
문제__060003,NNG
가,JKC
되__010401,VV
고,EC
있__01,VX
는,ETM
것__01,NNB
이,JKS
무엇,NP
이,VCP
ㄴ지,EC
좀__02,MAG
설명하,VV
여,EC
주__01,VX
십시오,EF
.,SF
최근__000001,NNG
다문화,NNG
가,JKS
화두__040001,NNG
로,JKB
자리__010001,NNG
잡__010203,VV
고,EC
있__01,VX
고,EC
",",SP
수__02,NNB
없이,MAG
많,VA
은,ETM
다__09,XPN
문화__010001,NNG
정책__020000,NNG
이,JKS
나오__000101,VV
고,EC
있__01,VX
지만,EC
아직__01,MAG
까지,JX
다문화,NNG
가정__060002,NNG
또는,MAG
다문화,NNG
가족__010001,NNG
이,JKS
무엇,NP
이,VCP
ㄴ지,EC
분명하__010003,VA
지,EC
않,VX
은,ETM
것__01,NNB
같__000400,VA
습니다,EF
.,SF
가령__05,MAG
",",SP
외국인__000001,NNG
처우__020000,NNG
기본법__020001,NNG
에서,JKB
는,JX
재한,NNG
외국인__000001,NNG
을,JKO
합법적,NNG
으로,JKB
체류하,VV
는,ETM
외국인__000001,NNG
",",SP
결혼,NNG
이민자,NNG
와,JC
그__01,MM
자녀__010000,NNG
이,VCP
라고,EC
규정하__030200,VV
고,EC
있__01,VX
고,EC
",",SP
다문화,NNG
가족__010001,NNG
지원__020000,NNG
법__010001,NNG
에서,JKB
는,JX
다문화,NNG
가족__010001,NNG
을,JKO
결혼,NNG
이민자,NNG
",",SP
귀화자,NNG
나,JC
그__01,MM
가족__010001,NNG
이,VCP
라고,EC
규정하__030200,VV
고,EC
있__01,VX
습니다,EF
.,SF
이__05,NP
처럼,JKB
다문화,NNG
가정__060002,NNG
에,JKB
대하__020003,VV
ㄴ,ETM
일관되,VV
ㄴ,ETM
규정__040001,NNG
이,JKS
없__010106,VA
는,ETM
상황__020000,NNG
이,VCP
다,EC
보__01,VX
니,EC
다문화,NNG
지원__020000,NNG
정책__020000,NNG
역시__01,MAG
부처__040000,NNG
마다,JX
다르__010001,VA
아,EC
문제__060003,NNG
가,JKC
되__010401,VV
고,EC
있__01,VX
습니다,EF
.,SF
저__03,NP
도,JX
다문화,NNG
와,JC
다문화,NNG
가정__060002,NNG
에,JKB
대하__020003,VV
ㄴ,ETM
규정__040001,NNG
을,JKO
명확히,MAG
하__010101,VV
ㄹ,ETM
필요,NNG
가,JKS
있__010302,VA
다는,ETM
주장__030001,NNG
에,JKB
동의하__010001,VV
ㅂ니다,EF
.,SF
앞__000001,NNG
에서,JKB
말씀하,VV
시,EP
ㄴ,ETM
것__01,NNB
처럼,JKB
다문화,NNG
에,JKB
대하__020003,VV
ㄴ,ETM
인식__000001,NNG
이,JKS
부처__040000,NNG
마다,JX
다르__010001,VA
다,EC
보__01,VX
니,EC
부처__010001,NNG
의,JKG
정책__020000,NNG
이,JKS
중복되,VV
는,ETM
경우__030002,NNG
도,JX
있__010302,VA
고,EC
",",SP
그러하__000001,VA
ㄴ,ETM
정책__020000,NNG
지원__020000,NNG
을,JKO
받__010103,VV
지,EC
못하,VX
는,ETM
소외__000001,NNG
가정__060002,NNG
도,JX
생겨나,VV
고,EC
있__01,VX
습니다,EF
.,SF
이러하,VA
ㄴ,ETM
문제__060002,NNG
가,JKS
발생하__000001,VV
지,EC
않,VX
도록,EC
하__01,VX
기,ETN
위하__010003,VV
여서,EC
는,JX
관련,NNG
부처__040000,NNG
의,JKG
협업__000001,NNG
이,JKS
무엇,NP
보다,JKB
중요하__020000,VA
다고,EC
생각하__000200,VV
ㅂ니다,EF
.,SF
저__03,NP
는,JX
이러하,VA
ㄴ,ETM
문제__060003,NNG
를,JKO
해결하,VV
기,ETN
위하__010003,VV
여서,EC
는,JX
다문화,NNG
가정__060002,NNG
을,JKO
체계적,NNG
으로,JKB
지원하__010000,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
는,ETM
인프라,NNG
를,JKO
구축하__010002,VV
여야,EC
하__01,VX
ㄴ다고,EC
생각하__000200,VV
ㅂ니다,EF
.,SF
다문화,NNG
가정__060002,NNG
지원__020000,NNG
사업__040000,NNG
을,JKO
총괄하__000001,VV
고,EC
지원하__010000,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
는,ETM
전문가,NNG
를,JKO
육성하,VV
ㄹ,ETM
필요,NNG
가,JKS
있__010302,VA
습니다,EF
.,SF
그리고,MAJ
일회성,NNG
에,JKB
그치__000001,VV
는,ETM
정책__020000,NNG
이,JKC
아니,VCN
라,EC
지속적,NNG
이,VCP
ㄴ,ETM
지원__020000,NNG
정책__020000,NNG
을,JKO
마련하__000001,VV
ㄹ,ETM
필요,NNG
가,JKS
있__010302,VA
습니다,EF
.,SF
네__03,IC
",",SP
다문화,NNG
가정__060002,NNG
에,JKB
대하__020003,VV
ㄴ,ETM
정의__050001,NNG
가,JKS
명확하,VA
여,EC
지__050302,VV
어야,EC
하__01,VX
고,EC
",",SP
부처__040000,NNG
간__10,NNB
협업__000001,NNG
이,JKS
원활하__000002,VA
게,EC
이루어지__000101,VV
어야,EC
하__01,VX
고,EC
",",SP
다문화,NNG
가정__060002,NNG
을,JKO
체계적,NNG
으로,JKB
지원하__010000,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
는,ETM
인프라,NNG
가,JKS
구축되__010002,VV
ㄹ,ETM
필요,NNG
가,JKS
있__010302,VA
다는,ETM
말씀__000001,NNG
이,VCP
군,EC
요,JX
.,SF
그렇__000001,VA
다면,EC
이런__01,MM
행정적,NNG
이,VCP
ㄴ,ETM
측면__000002,NNG
외__04,NNB
에,JKB
도,JX
우리__03,NP
가,JKS
좀__02,MAG
더__01,MAG
논의하,VV
ㄹ,ETM
부분__010000,NNG
은,JX
없__010201,VA
습니까,EF
?,SF
앞서,MAG
말씀하,VV
시,EP
ㄴ,ETM
것__01,NNB
처럼,JKB
지속적,NNG
이,VCP
고,EC
체계적,NNG
이,VCP
ㄴ,ETM
지원__020000,NNG
정책__020000,NNG
이,JKS
필요하,VA
다는,ETM
주장__030001,NNG
도,JX
일리__030001,NNG
가,JKS
있__010302,VA
습니다,EF
.,SF
하지만,MAJ
저__03,NP
는,JX
무엇,NP
보다,JKB
도,JX
다문화,NNG
에,JKB
대하__020003,VV
ㄴ,ETM
부정적__000001,NNG
이,VCP
ㄴ,ETM
인식__000001,NNG
을,JKO
바꾸__000301,VV
ㄹ,ETM
필요,NNG
가,JKS
있__010302,VA
다고,EC
생각하__000200,VV
ㅂ니다,EF
.,SF
최근__000001,NNG
다문화,NNG
가정__060002,NNG
이,JKS
증가하__010000,VV
고,EC
",",SP
다__09,XPN
문화__010001,NNG
가,JKS
사회적,NNG
이,VCP
ㄴ,ETM
이슈__000001,NNG
가,JKC
되__010401,VV
면서,EC
다문화,NNG
가정__060002,NNG
에,JKB
대하__020003,VV
ㄴ,ETM
지원__020000,NNG
정책__020000,NNG
을,JKO
부정적__000001,NNG
으로,JKB
바라보__000001,VV
는,ETM
사람__000001,NNG
들__09,XSN
도,JX
증가하__010000,VV
고,EC
있__01,VX
습니다,EF
.,SF
이__05,NP
는,JX
다문화,NNG
에,JKB
대하__020003,VV
ㄴ,ETM
이해__060002,NNG
가,JKS
부족하,VA
기,ETN
때문,NNB
이,VCP
라고,EC
생각하__000200,VV
ㅂ니다,EF
.,SF
다문화,NNG
에,JKB
대하__020003,VV
ㄴ,ETM
이해__060002,NNG
를,JKO
높이__000104,VV
기,ETN
위하__010003,VV
여서,EC
체계적,NNG
이,VCP
ㄴ,ETM
다문화,NNG
교육,NNG
이,JKS
필요하,VA
다고,EC
생각하__000200,VV
ㅂ니다,EF
.,SF
저__03,NP
도,JX
체계적,NNG
이,VCP
ㄴ,ETM
다문화,NNG
교육,NNG
이,JKS
필요하,VA
다고,EC
생각하__000200,VV
ㅂ니다,EF
.,SF
예전__010000,NNG
에,JKB
는,JX
다문화,NNG
가정__060002,NNG
의,JKG
구성원,NNG
이,JKS
한국__05,NNP
사회__070003,NNG
에,JKB
적응하__020001,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
도록,EC
돕__000101,VV
는,ETM
것__01,NNB
을,JKO
다__09,XPN
문화__010001,NNG
교육,NNG
이,VCP
라고,EC
생각하__000200,VV
였,EP
던,ETM
것__01,NNB
같__000400,VA
습니다,EF
.,SF
그러나,MAJ
이제__010000,NNG
는,JX
전__07,MM
국민,NNG
을,JKO
대상__110001,NNG
으로,JKB
하__010101,VV
ㄴ,ETM
다문화,NNG
와,JC
다문화,NNG
사회__070003,NNG
",",SP
다문화,NNG
가정__060002,NNG
에,JKB
대하__020003,VV
ㄴ,ETM
교육,NNG
이,JKS
필요하,VA
다고,EC
생각하__000200,VV
ㅂ니다,EF
.,SF
학생__000002,NNG
뿐,JX
만,JX
아니,VCN
라,EC
학교,NNG
교육,NNG
과정__040002,NNG
을,JKO
마치__020001,VV
ㄴ,ETM
일반인__000001,NNG
에게,JKB
도,JX
이러하,VA
ㄴ,ETM
교육,NNG
은,JX
필요하,VA
다고,EC
생각하__000200,VV
ㅂ니다,EF
.,SF
저__03,NP
도,JX
국민,NNG
의,JKG
인식__000001,NNG
변화,NNG
를,JKO
위하__010001,VV
ㄴ,ETM
교육,NNG
이,JKS
무엇,NP
보다,JKB
중요하__020000,VA
다고,EC
생각하__000200,VV
ㅂ니다,EF
.,SF
최근__000001,NNG
다문화,NNG
가정__060002,NNG
에,JKB
자녀__010000,NNG
들__09,XSN
을,JKO
대상__110001,NNG
으로,JKB
하__010101,VV
ㄴ,ETM
대하__020003,VV
ㄴ,ETM
학교,NNG
가,JKS
운영되__000001,VV
고,EC
있__01,VX
습니다,EF
.,SF
그러나,MAJ
이러하,VA
ㄴ,ETM
대안__030000,NNG
학교,NNG
는,JX
단기적,NNG
으로,JKB
는,JX
효과__010000,NNG
가,JKS
있__010302,VA
을지,EC
는,JX
모르__000201,VV
지만,EC
장기적,NNG
으로,JKB
서로__010000,NNG
를,JKO
이해하__020102,VV
는,ETM
데__01,NNB
걸림돌__000002,NNG
이,JKC
되__010401,VV
ㄹ,ETM
것__01,NNB
이,VCP
ㅂ니다,EF
.,SF
한국__05,NNP
사회__070003,NNG
에,JKB
통합__000001,NNG
과,JC
발전__010001,NNG
을,JKO
위하__010001,VV
ㄴ,ETM
장기적,NNG
이,VCP
ㄴ,ETM
사회__070003,NNG
통합__000001,NNG
정책__020000,NNG
이,JKS
필요하,VA
다고,EC
생각하__000200,VV
ㅂ니다,EF
.,SF
예__06,IC
",",SP
오늘__000101,NNG
은,JX
여러,MM
전문가,NNG
를,JKO
모시__000101,VV
고,EC
다문화,NNG
가정__060002,NNG
지원__020000,NNG
정책__020000,NNG
의,JKG
문제__060002,NNG
와,JC
해결__020001,NNG
방안__010000,NNG
에,JKB
대하__020003,VV
여,EC
이야기__000001,NNG
를,JKO
나누__000302,VV
어,EC
보__01,VX
았,EP
습니다,EF
.,SF
다문화,NNG
가정__060002,NNG
을,JKO
지원하__010000,VV
는,ETM
체계적,NNG
이,VCP
고,EC
지속적,NNG
이,VCP
ㄴ,ETM
정책__020000,NNG
뿐,JX
만,JX
아니,VCN
라,EC
사회적,NNG
이,VCP
ㄴ,ETM
인식__000001,NNG
을,JKO
바꾸__000301,VV
는,ETM
노력__010000,NNG
이,JKS
필요하,VA
ㄹ,ETM
것__01,NNB
으로,JKB
보이__010200,VV
ㅂ니다,EF
.,SF
토론__010000,NNG
에,JKB
참여하__000001,VV
여,EC
주__01,VX
시,EP
어서,EC
감사하__050000,VV
ㅂ니다,EF
.,SF
이상__050001,NNG
토론__010000,NNG
을,JKO
마치__020001,VV
겠,EP
습니다,EF
.,SF
무엇,NP
에,JKB
대하__020003,VV
ㄴ,ETM
토론__010000,NNG
이,VCP
ㅂ니까,EF
?,SF
사회자,NNG
는,JX
토론__010000,NNG
시작__010000,NNG
부분__010000,NNG
에서,JKB
다문화,NNG
가정__060002,NNG
에,JKB
대하__020003,VV
여,EC
이야기__000001,NNG
를,JKO
꺼내__000002,VV
ㅂ니다,EF
.,SF
그리고,MAJ
다문화,NNG
가정__060002,NNG
의,JKG
증가__010000,NNG
로,JKB
발생하__000001,VV
ㄴ,ETM
사회__070003,NNG
현상__040001,NNG
과,JC
문제__060002,NNG
에,JKB
대하__020003,VV
여,EC
설명하,VV
ㅂ니다,EF
.,SF
계속__04,MAG
다문화,NNG
가정__060002,NNG
이,VCP
라는,ETM
표현__000001,NNG
이,JKS
나오__000101,VV
는,ETM
것__01,NNB
으로,JKB
보__010300,VV
아,EC
토론__010000,NNG
이,JKS
다문화,NNG
가정__060002,NNG
에,JKB
대하__020003,VV
ㄴ,ETM
토론__010000,NNG
이,VCP
ㅁ,ETN
을,JKO
알__000101,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
습니다,EF
.,SF
좀__02,MAG
더__01,MAG
구체적__000002,NNG
이,VCP
ㄴ,ETM
토론__010000,NNG
주제__040001,NNG
는,JX
사회자,NNG
가,JKS
명확히,MAG
제시하__010001,VV
고,EC
있__01,VX
습니다,EF
.,SF
이번__010000,NNG
토론__010000,NNG
의,JKG
주제__040001,NNG
는,JX
사회자,NNG
가,JKS
제시하__010001,VV
고,EC
있__01,VX
는,ETM
것__01,NNB
처럼,JKB
다문화,NNG
가정__060002,NNG
지원__020000,NNG
정책__020000,NNG
의,JKG
문제__060002,NNG
와,JC
그__01,MM
해결__020001,NNG
방법__000001,NNG
이,VCP
ㅂ니다,EF
.,SF
정부__080002,NNG
의,JKG
다문화,NNG
가정__060002,NNG
지원__020000,NNG
정책__020000,NNG
에,JKB
는,JX
어떤,MM
문제__060002,NNG
가,JKS
있__010302,VA
습니까,EF
?,SF
토론자,NNG
들__09,XSN
은,JX
저마다,MAG
다문화,NNG
가정__060002,NNG
지원__020000,NNG
정책__020000,NNG
의,JKG
문제__060002,NNG
를,JKO
이야기하__000101,VV
고,EC
있__01,VX
습니다,EF
.,SF
토론자,NNG
별__04,XSN
로,JKB
다문화,NNG
가정__060002,NNG
지원__020000,NNG
정책__020000,NNG
의,JKG
문제__060002,NNG
를,JKO
살펴보__000001,VV
도록,EC
하__01,VX
겠,EP
습니다,EF
.,SF
다음__010004,NNG
은,JX
첫,MM
번째,NNB
토론자,NNG
의,JKG
주장__030001,NNG
이,VCP
ㅂ니다,EF
.,SF
첫,MM
번째,NNB
토론자,NNG
는,JX
다문화,NNG
가정__060002,NNG
에,JKB
대하__020003,VV
ㄴ,ETM
개념__000001,NNG
",",SP
의미__020001,NNG
가,JKS
분명하__010003,VA
지,EC
않,VX
은,ETM
문제__060003,NNG
를,JKO
제시하__010001,VV
고,EC
있__01,VX
습니다,EF
.,SF
개념__000001,NNG
이,JKS
분명하__010003,VA
지,EC
않,VX
아서,EC
그__01,MM
결과__020002,NNG
다문화,NNG
지원__020000,NNG
정책__020000,NNG
이,JKS
부처__040000,NNG
마다,JX
달라지,VV
ㄴ다고,EC
지적하__000102,VV
고,EC
있__01,VX
습니다,EF
.,SF
다음__010004,NNG
은,JX
두__01,MM
번째,NNB
토론자,NNG
의,JKG
주장__030001,NNG
이,VCP
ㅂ니다,EF
.,SF
두__01,MM
번째,NNB
토론자,NNG
는,JX
앞__000001,NNG
토론자,NNG
의,JKG
주장__030001,NNG
에,JKB
동의__020001,NNG
.,SF
즉__01,MAG
",",SP
앞__000001,NNG
토론자,NNG
의,JKG
주장__030001,NNG
이,JKS
맞__010401,VV
는다고,EC
하__010701,VV
ㅂ니다,EF
.,SF
앞__000001,NNG
토론자,NNG
의,JKG
주장__030001,NNG
은,JX
무엇,NP
이,VCP
었,EP
습니까,EF
?,SF
네__03,IC
",",SP
다문화,NNG
와,JC
다문화,NNG
가정__060002,NNG
에,JKB
대하__020003,VV
ㄴ,ETM
규정__040001,NNG
이,JKS
명확하,VA
지,EC
않,VX
다는,ETM
것__01,NNB
이,VCP
었,EP
습니다,EF
.,SF
그__01,MM
결과__020002,NNG
다문화,NNG
에,JKB
대하__020003,VV
ㄴ,ETM
인식__000001,NNG
이,JKS
부처__040000,NNG
마다,JX
달라지,VV
고,EC
",",SP
부처__010001,NNG
의,JKG
정책__020000,NNG
이,JKS
중복되,VV
거나,EC
지원__020000,NNG
을,JKO
받__010103,VV
지,EC
못하,VX
는,ETM
소외__000001,NNG
가정__060002,NNG
도,JX
나타나__000101,VV
ㄴ다고,EC
지적하__000102,VV
고,EC
있__01,VX
습니다,EF
.,SF
다시__01,MAG
말하__000102,VV
여,EC
어떤,MM
가정__060002,NNG
은,JX
지원__020000,NNG
을,JKO
여러,MM
번__04,NNB
받__010103,VV
기,ETN
도,JX
하__01,VX
고,EC
",",SP
어떤,MM
가정__060002,NNG
은,JX
아무__01,MM
지원__020000,NNG
도,JX
받__010103,VV
지,EC
못하,VX
ㄴ다는,ETM
것__01,NNB
이,VCP
ㅂ니다,EF
.,SF
그래서,MAJ
각__01,MM
부처__040000,NNG
의,JKG
협업__000001,NNG
이,JKS
중요하__020000,VA
다고,EC
주장하__010001,VV
고,EC
있__01,VX
습니다,EF
.,SF
협업__000001,NNG
이란,JX
?,SF
협조하__010000,VV
여서,EC
일__010001,NNG
을,JKO
하__010101,VV
는,ETM
것__01,NNB
을,JKO
말하__000300,VV
ㅂ니다,EF
.,SF
각__01,MM
부처__040000,NNG
가,JKS
협조하__010000,VV
여서,EC
일__010001,NNG
을,JKO
하__010101,VV
면,EC
중복__050000,NNG
지원__020000,NNG
되,XSV
는,ETM
가정__060002,NNG
이나,JC
소외__000001,NNG
가정__060002,NNG
이,JKS
없어지__000001,VV
ㄹ,ETM
것__01,NNB
이,VCP
라고,EC
보__010300,VV
고,EC
있__01,VX
습니다,EF
.,SF
그럼__01,MAJ
마지막,NNG
토론자,NNG
의,JKG
주장__030001,NNG
을,JKO
살펴보__000003,VV
ㄹ까,EC
요,JX
?,SF
마지막,NNG
토론자,NNG
는,JX
다문화,NNG
가정__060002,NNG
을,JKO
체계적,NNG
으로,JKB
지원하__010000,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
는,ETM
인프라,NNG
를,JKO
구축하__010002,VV
여야,EC
하__01,VX
ㄴ다고,EC
주장하__010001,VV
ㅂ니다,EF
.,SF
여기__01,NP
서,JKB
인프라,NNG
란,JX
?,SF
사회__070003,NNG
나,JC
경제__040001,NNG
활동__020002,NNG
을,JKO
지원하__010000,VV
는,ETM
기본적,NNG
이,VCP
ㄴ,ETM
시설__030000,NNG
을,JKO
말하__000102,VV
ㅂ니다,EF
.,SF
그리고,MAJ
이러하,VA
ㄴ,ETM
인프라,NNG
를,JKO
만들__000101,VV
는,ETM
것__01,NNB
을,JKO
인프라,NNG
를,JKO
구축하__010002,VV
다라고,EC
하__010101,VV
ㅂ니다,EF
.,SF
따라서,MAJ
마지막,NNG
토론자,NNG
는,JX
다문화,NNG
가정__060002,NNG
을,JKO
체계적,NNG
으로,JKB
지원하__010000,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
는,ETM
기본적,NNG
이,VCP
ㄴ,ETM
시설__030000,NNG
을,JKO
만들__000101,VV
어야,EC
하__01,VX
ㄴ다고,EC
말하__000101,VV
고,EC
있__01,VX
습니다,EF
.,SF
그리고,MAJ
다문화,NNG
가정__060002,NNG
지원__020000,NNG
사업__040000,NNG
을,JKO
총괄하__000001,VV
고,EC
즉__01,MAG
",",SP
전체적,NNG
으로,JKB
잘__02,MAG
관리하__000002,VV
고,EC
",",SP
지원하__010000,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
는,ETM
전문가,NNG
를,JKO
육성하,VV
여야,EC
",",SP
키우,VV
어야,EC
하__01,VX
ㄴ다고,EC
말하__000101,VV
고,EC
있__01,VX
습니다,EF
.,SF
그리고,MAJ
지속적,NNG
이,VCP
ㄴ,ETM
지원__020000,NNG
정책__020000,NNG
을,JKO
마련하__000001,VV
여야,EC
하__01,VX
ㄴ다고,EC
주장하__010001,VV
ㅂ니다,EF
.,SF
여기__01,NP
서,JKB
정책__020000,NNG
을,JKO
마련하__000001,VV
다란,EF
?,SF
정책__020000,NNG
을,JKO
만들__000101,VV
는,ETM
것__01,NNB
을,JKO
말하__000300,VV
ㅂ니다,EF
.,SF
이러하,VA
ㄴ,ETM
토론자,NNG
들__09,XSN
의,JKG
주장__030001,NNG
은,JX
",",SP
사회자,NNG
의,JKG
주장__030001,NNG
은,JX
사회자,NNG
의,JKG
말__010003,NNG
에,JKB
잘__02,MAG
정리되__000103,VV
어,EC
있__01,VX
습니다,EF
.,SF
다문화,NNG
가정__060002,NNG
에,JKB
대하__020003,VV
ㄴ,ETM
정의__050001,NNG
가,JKS
명확하,VA
여,EC
지__04,VX
어야,EC
하__01,VX
고,EC
",",SP
부처__040000,NNG
간__10,NNB
협업__000001,NNG
이,JKS
원활하__000002,VA
게,EC
이루어지__000101,VV
어야,EC
하__01,VX
고,EC
",",SP
다문화,NNG
가정__060002,NNG
을,JKO
체계적,NNG
으로,JKB
지원하__010000,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
는,ETM
인프라,NNG
가,JKS
구축되__010002,VV
ㄹ,ETM
필요,NNG
가,JKS
있__010302,VA
다는,ETM
것__01,NNB
이,VCP
ㅂ니다,EF
.,SF
다문화,NNG
가정__060002,NNG
지원__020000,NNG
정책__020000,NNG
에,JKB
대하__020003,VV
ㄴ,ETM
행정적,NNG
이,VCP
ㄴ,ETM
문제__060002,NNG
외__04,NNB
에,JKB
다문화,NNG
가정__060002,NNG
에,JKB
대하__020003,VV
ㄴ,ETM
또,MAG
다른,MM
문제__060002,NNG
는,JX
무엇,NP
이,VCP
ㅂ니까,EF
?,SF
다문화,NNG
가정__060002,NNG
지원__020000,NNG
정책__020000,NNG
의,JKG
문제__060002,NNG
외__04,NNB
에,JKB
다문화,NNG
가정__060002,NNG
에,JKB
대하__020003,VV
ㄴ,ETM
또,MAG
다른,MM
문제__060002,NNG
로,JKB
다문화,NNG
에,JKB
대하__020003,VV
ㄴ,ETM
부정적__000001,NNG
이,VCP
ㄴ,ETM
인식__000001,NNG
이,JKS
제시되__000001,VV
고,EC
있__01,VX
습니다,EF
.,SF
이__05,MM
문제__060002,NNG
를,JKO
좀__02,MAG
더__01,MAG
자세히,MAG
말하__000102,VV
면,EC
다문화,NNG
에,JKB
대하__020003,VV
ㄴ,ETM
부정적__000001,NNG
이,VCP
ㄴ,ETM
인식__000001,NNG
이란,JX
",",SP
다문화,NNG
가,JKS
사회적,NNG
이,VCP
ㄴ,ETM
이슈__000001,NNG
가,JKC
되__010401,VV
면서,EC
다문화,NNG
가정__060002,NNG
을,JKO
대상__110001,NNG
으로,JKB
하__010101,VV
ㄴ,ETM
지원__020000,NNG
정책__020000,NNG
에,JKB
대하__020003,VV
여,EC
부정적__000001,NNG
이,VCP
ㄴ,ETM
시각__040001,NNG
을,JKO
가지__000101,VV
ㄴ,ETM
사람__000004,NNG
들__09,XSN
이,JKS
증가하__010000,VV
고,EC
있__01,VX
다는,ETM
것__01,NNB
이,VCP
ㅂ니다,EF
.,SF
다문화,NNG
에,JKB
대하__020003,VV
ㄴ,ETM
부정적__000001,NNG
이,VCP
ㄴ,ETM
인식__000001,NNG
문제__060003,NNG
를,JKO
해결하,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
는,ETM
방법__000001,NNG
은,JX
무엇,NP
이,VCP
ㅂ니까,EF
?,SF
다문화,NNG
에,JKB
대하__020003,VV
ㄴ,ETM
부정적__000001,NNG
이,VCP
ㄴ,ETM
인식__000001,NNG
은,JX
다문화,NNG
에,JKB
대하__020003,VV
ㄴ,ETM
이해__060002,NNG
가,JKS
부족하,VA
기,ETN
때문,NNB
이,VCP
ㅂ니다,EF
.,SF
따라서,MAJ
이__05,MM
문제__060003,NNG
를,JKO
해결하,VV
기,ETN
위하__010003,VV
여서,EC
는,JX
다문화,NNG
에,JKB
대하__020003,VV
ㄴ,ETM
이해__060002,NNG
를,JKO
높이__000104,VV
는,ETM
체계적,NNG
이,VCP
