0,1
있__010305,VA
으며,EC
",",SP
교통__010001,NNG
카드__000001,NNG
를,JKO
이용하__010001,VV
면,EC
지하철,NNG
과,JC
버스__020001,NNG
에,JKB
무료__010001,NNG
환승,NNG
도,JX
가능하,VA
여서,EC
우리__03,NP
가,JKS
이동하__000001,VV
기,ETN
에,JKB
편리하,VA
ㅂ니다,EF
.,SF
그리고,MAJ
무엇,NP
보다,JKB
도,JX
지하철역,NNG
이나,JC
버스__020001,NNG
정류장,NNG
이,JKS
관광지,NNG
가,JKS
바로__02,MAG
연결되__000001,VV
어,EC
있__01,VX
고,EC
",",SP
지하철,NNG
에서,JKB
도,JX
와이파이,NNG
를,JKO
무료__010001,NNG
로,JKB
사용하__030001,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
어,EC
외국인__000001,NNG
들__09,XSN
이,JKS
편하__000001,VA
게,EC
관광하__020000,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
습니다,EF
.,SF
오늘__000101,NNG
은,JX
지하철,NNG
을,JKO
타__020100,VV
고,EC
서울__01,NNP
곳곳,NNG
을,JKO
둘러보,VV
려고,EC
하__01,VX
ㅂ니다,EF
.,SF
영상__010003,NNG
을,JKO
함께,MAG
보__010101,VV
시,EP
죠,EF
.,SF
낯설__000001,VA
ㄴ,ETM
도시__030000,NNG
에서,JKB
길__010001,NNG
을,JKO
찾__000101,VV
는,ETM
것__01,NNB
은,JX
어렵__000101,VA
ㄴ,ETM
일__010009,NNG
이,VCP
ㅂ니다,EF
.,SF
길__010001,NNG
은,JX
차__060001,NNG
로,JKB
자주__01,MAG
막히__000101,VV
고,EC
",",SP
대중교통,NNG
또한,MAG
복잡하__000001,VA
기,ETN
마련,NNB
이,VCP
ㅂ니다,EF
.,SF
이__05,MM
때__010001,NNG
",",SP
쉽__000001,VA
게,EC
이용하__010001,VV
는,ETM
교통수단,NNG
이,JKS
바로__02,MAG
지하철,NNG
이,VCP
죠,EF
.,SF
2006,SN
년__02,NNB
유명__010000,NNG
여행지,NNG
추천__030000,NNG
사이트,NNG
에서,JKB
서울__01,NNP
관광__020000,NNG
으로,JKB
서울__01,NNP
지하철,NNG
타__020100,VV
기,ETN
를,JKO
추천하__020000,VV
였,EP
습니다,EF
.,SF
서울__01,NNP
은,JX
다른,MM
도시__030000,NNG
와,JKB
달리__01,MAG
지하철역,NNG
과,JC
관광지,NNG
가,JKS
바로__02,MAG
연결되__000001,VV
어,EC
있__01,VX
기,ETN
때문,NNB
이,VCP
ㅂ니다,EF
.,SF
그럼__01,MAJ
지하철,NNG
을,JKO
타__020100,VV
고,EC
서울__01,NNP
의,JKG
다양하__010000,VA
ㄴ,ETM
곳__010001,NNG
을,JKO
여행__020000,NNG
하__010101,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
먼저,MAG
역사적__000001,NNG
이,VCP
ㄴ,ETM
문화__010001,NNG
를,JKO
보__010101,VV
고,EC
느끼__020002,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
는,ETM
곳__010001,NNG
으로,JKB
가__010101,VV
아,EC
보__01,VX
겠,EP
습니다,EF
.,SF
광화문역,NNP
과,JKB
마주__01,MAG
보__010101,VV
는,ETM
경복궁,NNP
동쪽,NNG
과,JC
서쪽,NNG
으로,JKB
서울__01,NNP
의,JKG
명소__010000,NNG
가,JKS
많이,MAG
있__010301,VA
습니다,EF
.,SF
600,SN
년__02,NNB
역사__040001,NNG
를,JKO
지니__000201,VV
ㄴ,ETM
서울__01,NNP
의,JKG
중심__010002,NNG
거리__010001,NNG
이,VCP
ㄴ,ETM
광화문,NNP
광장__020001,NNG
",",SP
최근__000001,NNG
몇,MM
년__02,NNB
사이__010002,NNG
서울__01,NNP
의,JKG
매력,NNG
있__010302,VA
는,ETM
장소__050000,NNG
로,JKB
떠오르__000102,VV
ㄴ,ETM
서촌,NNP
과,JC
통인동,NNP
.,SF
그__01,MM
옆,NNG
을,JKO
두르__000101,VV
어,EC
싸__010100,VV
ㄴ,ETM
서울__01,NNP
성곽__000001,NNG
을,JKO
따르__010105,VV
아,EC
걷__020201,VV
으면,EC
서울__01,NNP
의,JKG
그__01,MM
자체__020001,NNG
로,JKB
문화유산,NNG
이,VCP
라는,ETM
것__01,NNB
을,JKO
알__000101,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
을,ETM
것__01,NNB
이,VCP
ㅂ니다,EF
.,SF
이어__01,MAG
광화문,NNP
에서,JKB
이어지__000001,VV
는,ETM
청계천,NNP
코스__000001,NNG
",",SP
청계,NNP
광장__020001,NNG
주변__040001,NNG
과,JC
종로__03,NNP
일대__030000,NNG
의,JKG
청계천,NNP
코스__000001,NNG
는,JX
도심__040000,NNG
속__010002,NNG
에서,JKB
여유__000002,NNG
를,JKO
느끼__020002,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
는,ETM
장소__050000,NNG
로,JKB
꼭__02,MAG
걷__020201,VV
어,EC
보__01,VX
아야,EC
하__01,VX
ㄹ,ETM
것__01,NNB
이,VCP
ㅂ니다,EF
.,SF
인사동,NNP
은,JX
크__010003,VA
ㄴ,ETM
대로__01,NNB
를,JKO
중심__010002,NNG
으로,JKB
사이사이,NNG
골목__010000,NNG
들__09,XSN
이,JKS
미로__010001,NNG
처럼,JKB
얽히__000001,VV
어,EC
있__01,VX
는데,EC
이__05,MM
미로__010001,NNG
속__010002,NNG
에,JKB
는,JX
귀중하__010000,VA
ㄴ,ETM
전통__060000,NNG
물건__000001,NNG
들__09,XSN
을,JKO
구경하__000001,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
는,ETM
화랑__020001,NNG
",",SP
전통__060000,NNG
공예__010001,NNG
점__100005,NNG
",",SP
고,JKQ
미술,NNG
점__100005,NNG
들__09,XSN
이,JKS
있__010302,VA
고,EC
",",SP
전통__060000,NNG
찻집,NNG
",",SP
전통__060000,NNG
음식점,NNG
",",SP
카페,NNG
등__05,NNB
이,JKS
밀집되,VV
어,EC
있__01,VX
어,EC
산책하,VV
듯이,EC
천천히,MAG
골목골목,NNG
을,JKO
둘러보,VV
면,EC
매우__01,MAG
재미있,VA
습니다,EF
.,SF
인사동,NNP
길__010001,NNG
을,JKO
따르__010105,VV
아,EC
올라가__000303,VV
면,EC
북촌,NNP
한옥,NNG
마을__010001,NNG
이,JKS
나오__000705,VV
ㅂ니다,EF
.,SF
북촌__000001,NNG
은,JX
경복궁,NNP
과,JC
창덕궁,NNP
",",SP
종로__03,NNP
사이__010001,NNG
에,JKB
있__010302,VA
으며,EC
서울__01,NNP
600,SN
년__02,NNB
역사__040001,NNG
와,JKB
함께하__000001,VV
여,EC
오__01,VX
ㄴ,ETM
전통__060000,NNG
거주__020000,NNG
지역__030001,NNG
으로,JKB
문화__010001,NNG
체험__000001,NNG
공간__050001,NNG
이,JKS
많이,MAG
있__010301,VA
습니다,EF
.,SF
광화문,NNP
에서,JKB
서울시청,NNP
으로,JKB
이어지__000001,VV
는,ETM
길__010001,NNG
을,JKO
걷__020201,VV
다,EC
보__01,VX
면,EC
덕수궁,NNP
이,JKS
나오__000101,VV
ㅂ니다,EF
.,SF
조선__05,NNP
시대__020001,NNG
의,JKG
왕__040001,NNG
이,JKS
머물__000001,VV
던,ETM
덕수궁,NNP
내__09,NNB
에,JKB
는,JX
오래되,VV
ㄴ,ETM
전통__060000,NNG
건물__030000,NNG
뿐,JX
만,JX
아니,VCN
라,EC
최초,NNG
의,JKG
서양식,NNG
건물__030000,NNG
이,VCP
ㄴ,ETM
석조전__000001,NNG
이,JKS
있__010302,VA
습니다,EF
.,SF
덕수궁,NNG
을,JKO
나오__000101,VV
아,EC
덕수궁,NNP
돌담__010000,NNG
길__010001,NNG
을,JKO
느긋하__020000,VA
게,EC
걷__020201,VV
다,EC
보__01,VX
면,EC
근대__030001,NNG
한국__05,NNP
역사__040001,NNG
를,JKO
나타내__000300,VV
는,ETM
건축물,NNG
들__09,XSN
을,JKO
보__010101,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
습니다,EF
.,SF
성공회,NNP
성당__030001,NNG
은,JX
붉__010001,VA
은,ETM
벽돌,NNG
로,JKB
되__010401,VV
ㄴ,ETM
아름답__000001,VA
ㄴ,ETM
서양식,NNG
건물__030000,NNG
이,VCP
지만,EC
지붕__000001,NNG
은,JX
동서양,NNG
의,JKG
조화__070000,NNG
가,JKS
드러나__000101,VV
는,ETM
독특하__000001,VA
ㄴ,ETM
건물__030000,NNG
이,VCP
ㅂ니다,EF
.,SF
그럼__01,MAJ
이번__010000,NNG
에,JKB
는,JX
지하철,NNG
을,JKO
타__020100,VV
고,EC
젊음,NNG
의,JKG
거리__080001,NNG
로,JKB
가__010101,VV
아,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
2,SN
만__06,NR
명__03,NNB
이상__050001,NNG
의,JKG
외국인__000001,NNG
이,JKS
거주하,VV
고,EC
있__01,VX
는,ETM
이태원,NNP
은,JX
다국적,NNG
다문화,NNG
지역__030001,NNG
으로,JKB
외국인__000001,NNG
이,JKS
직접,MAG
운영하__000001,VV
는,ETM
세계__020001,NNG
여러,MM
나라__010001,NNG
의,JKG
음식__000001,NNG
체험__000001,NNG
을,JKO
하__010101,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
으며,EC
",",SP
쇼핑,NNG
과,JC
유흥__020000,NNG
의,JKG
거리__080001,NNG
이,VCP
ㅂ니다,EF
.,SF
예술가,NNG
의,JKG
거리__010001,NNG
이,VCP
라고,EC
불리__040101,VV
는,ETM
신사동,NNP
가로수,NNG
길__010001,NNG
주위__020002,NNG
로,JKB
는,JX
아기자기하__000001,VA
ㄴ,ETM
커피숍,NNG
과,JC
맛__010001,NNG
집__010001,NNG
",",SP
디자이너,NNG
들__09,XSN
의,JKG
옷__010000,NNG
매장__060000,NNG
들__09,XSN
이,JKS
즐비하,VA
여,EC
이국적__010000,NNG
이,VCP
ㄴ,ETM
분위기__000003,NNG
를,JKO
연출__020001,NNG
하,XSV
ㅂ니다,EF
.,SF
이러하,VA
ㄴ,ETM
신사동,NNP
가로수,NNG
길__010001,NNG
만__01,NNB
의,JKG
독특하__000001,VA
ㄴ,ETM
분위기__000002,NNG
덕분,NNG
에,JKB
평일__000002,NNG
에,JKB
도,JX
카메라__000001,NNG
를,JKO
들__040100,VV
고,EC
여기저기,NNG
서,JKB
사진__070001,NNG
을,JKO
촬영하,VV
는,ETM
사람__000001,NNG
들__09,XSN
의,JKG
모습__010002,NNG
을,JKO
종종__04,MAG
보__010101,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
습니다,EF
.,SF
꿈꾸__000002,VV
고,EC
만들__000101,VV
고,EC
누리__010000,VV
ㄴ다는,ETM
뜻__000002,NNG
을,JKO
가지__000101,VV
고,EC
있__01,VX
는,ETM
동대문,NNP
디자인,NNG
플라자,NNG
이,VCP
ㄴ,ETM
DDP,SL
는,JX
복합__020000,NNG
문화__010001,NNG
공간__050001,NNG
으로서,JKB
세계__020001,NNG
최대,NNG
규모__000002,NNG
에,JKB
3,SN
차원__010001,NNG
비정형,NNG
건물__030000,NNG
로,JKB
유명하__010000,VA
ㅂ니다,EF
.,SF
최근__000001,NNG
세계__020001,NNG
젊은이__000001,NNG
들__09,XSN
에게,JKB
가장__01,MAG
인기__010001,NNG
있__010302,VA
는,ETM
지역__030001,NNG
이,JKS
바로__02,MAG
홍대,NNP
거리__010001,NNG
이,VCP
죠,EF
.,SF
주말__020000,NNG
이,VCP
면,EC
벼룩시장,NNG
이,JKS
열리__020101,VV
는데,EC
누구,NP
나,JX
자기__040001,NNG
느낌,NNG
과,JC
개성__030000,NNG
이,JKS
담기__010001,VV
ㄴ,ETM
창작품,NNG
을,JKO
가지__000101,VV
고,EC
나오__000101,VV
아,EC
선보__000001,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
는,ETM
새롭__000001,VA
ㄴ,ETM
예술__000001,NNG
시장__040001,NNG
이자__050000,NNG
축제__010001,NNG
의,JKG
장__41,XSN
이,VCP
ㅂ니다,EF
.,SF
과거__030001,NNG
와,JC
현재__020001,NNG
가,JKS
공존하__000001,VV
여,EC
있__01,VX
는,ETM
서울__01,NNP
.,SF
외국인__000001,NNG
관광객,NNG
들__09,XSN
이,JKS
뽑__000101,VV
은,ETM
서울__01,NNP
의,JKG
명소__010000,NNG
를,JKO
지하철,NNG
로,JKB
여행하__010000,VV
는,ETM
색다르,VA
ㄴ,ETM
경험__000001,NNG
을,JKO
하__010101,VV
여,EC
보__01,VX
시,EP
기,ETN
바라__010001,VV
ㅂ니다,EF
.,SF
무엇,NP
에,JKB
대하__020003,VV
ㄴ,ETM
영상__010002,NNG
이,VCP
ㅂ니까,EF
?,SF
영상__010003,NNG
을,JKO
잘__02,MAG
보__010103,VV
시,EP
었,EP
습니까,EF
?,SF
영상__010003,NNG
에서,JKB
는,JX
무엇,NP
에,JKB
대하__020003,VV
여,EC
이야기하__000101,VV
고,EC
있__01,VX
습니까,EF
?,SF
영상__010003,NNG
에서,JKB
MC,SL
는,JX
도시__030000,NNG
의,JKG
교통수단,NNG
으로,JKB
지하철,NNG
을,JKO
제시하__010001,VV
고,EC
있__01,VX
습니다,EF
.,SF
그리고,MAJ
유명__010000,NNG
여행지,NNG
",",SP
추천__030000,NNG
사이트,NNG
에서,JKB
서울__01,NNP
관광__020000,NNG
의,JKG
한__01,MM
방법__000001,NNG
으로,JKB
서울__01,NNP
지하철,NNG
타__020100,VV
기,ETN
를,JKO
추천하__020000,VV
였,EP
다고,EC
말하__000102,VV
고,EC
있__01,VX
습니다,EF
.,SF
마지막,NNG
으로,JKB
지하철,NNG
을,JKO
타__020100,VV
고,EC
서울__01,NNP
의,JKG
다양하__010000,VA
ㄴ,ETM
곳__010001,NNG
을,JKO
여행__020000,NNG
하__010101,VV
여,EC
보__01,VX
자고,EC
이야기하__000101,VV
ㅂ니다,EF
.,SF
이__05,NP
를,JKO
통하__000704,VV
여,EC
우리__03,NP
는,JX
영상__010003,NNG
이,JKS
지하철,NNG
을,JKO
이용하__010001,VV
ㄴ,ETM
서울__01,NNP
여행__020000,NNG
에,JKB
대하__020003,VV
여,EC
이야기하__000101,VV
고,EC
있__01,VX
음,ETN
을,JKO
알__000101,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
습니다,EF
.,SF
광화문역,NNP
",",SP
경복궁역,NNP
",",SP
안국역,NNP
등__05,NNB
과,JC
이태원역,NNP
",",SP
신사역,NNP
",",SP
홍대입구역,NNP
등__05,NNB
은,JX
어떤,MM
차이,NNG
가,JKS
있__010302,VA
습니까,EF
?,SF
영상__010003,NNG
을,JKO
보__010101,VV
시,EP
면,EC
알__000101,VV
시,EP
겠,EP
지만,EC
영상__010003,NNG
은,JX
크__010003,VA
게,EC
두__01,MM
부분__010000,NNG
으로,JKB
나뉘__000102,VV
ㅂ니다,EF
.,SF
전반부,NNG
에,JKB
는,JX
광화문역,NNP
",",SP
경복궁역,NNP
",",SP
안국역,NNP
등__05,NNB
이,JKS
제시되__000001,VV
어,EC
있__01,VX
고,EC
",",SP
후반부,NNG
에,JKB
는,JX
이태원역,NNP
",",SP
신사역,NNP
",",SP
홍대입구역,NNP
등__05,NNB
이,JKS
제시되__000001,VV
어,EC
있__01,VX
습니다,EF
.,SF
영상__010003,NNG
에서,JKB
MC,SL
는,JX
광화문역,NNP
을,JKO
소개하__010003,VV
기,ETN
전__080002,NNG
에,JKB
역사적__000001,NNG
이,VCP
ㄴ,ETM
문화__010001,NNG
를,JKO
보__010101,VV
고,EC
느끼__020002,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
는,ETM
곳__010001,NNG
이,VCP
라고,EC
안내하__000002,VV
고,EC
있__01,VX
습니다,EF
.,SF
그리고,MAJ
이태원역,NNP
을,JKO
소개하__010003,VV
기,ETN
전__080002,NNG
에,JKB
젊음,NNG
의,JKG
거리__080001,NNG
로,JKB
가__010101,VV
아,EC
보__01,VX
자고,EC
이야기__000001,NNG
하__010101,VV
ㅂ니다,EF
.,SF
이__05,NP
를,JKO
통하__000704,VV
여,EC
우리__03,NP
는,JX
광화문역,NNP
",",SP
경복궁역,NNP
",",SP
안국역,NNP
등__05,NNB
은,JX
역사적__000001,NNG
이,VCP
ㄴ,ETM
문화__010001,NNG
를,JKO
보__010101,VV
고,EC
느끼__020002,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
는,ETM
곳__010001,NNG
이,VCP
고,EC
이태원역,NNP
",",SP
신사역,NNP
",",SP
홍대입구역,NNP
등__05,NNB
은,JX
젊은이__000001,NNG
들__09,XSN
의,JKG
문화__010001,NNG
를,JKO
보__010101,VV
고,EC
느끼__020002,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
는,ETM
곳__010001,NNG
이,VCP
ㅁ,ETN
을,JKO
알__000101,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
습니다,EF
.,SF
각__01,MM
역__140001,NNG
에서,JKB
보__010101,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
는,ETM
것__01,NNB
은,JX
무엇,NP
이,VCP
ㅂ니까,EF
?,SF
역__140001,NNG
에서,JKB
보__010101,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
는,ETM
것__01,NNB
을,JKO
하나,NR
씩__03,XSN
살펴보__000001,VV
ㄹ까,EC
요,JX
?,SF
첫,MM
번째,NNB
역__140001,NNG
은,JX
광화문역,NNP
과,JC
경복궁역,NNP
이,VCP
ㅂ니다,EF
.,SF
이__05,MM
역__140001,NNG
에,JKB
내리__010201,VV
면,EC
광화문,NNP
광장__020001,NNG
",",SP
서촌,NNP
과,JC
통인동,NNP
",",SP
서울__01,NNP
성곽__000001,NNG
등__05,NNB
을,JKO
만나__000102,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
습니다,EF
.,SF
두__01,MM
번째,NNB
역__140001,NNG
은,JX
어디__01,NP
이,VCP
ㄴ가,EC
요,JX
?,SF
네__03,IC
",",SP
종로__03,NNP
3,SN
가,JKS
역__140001,NNG
이,VCP
ㅂ니다,EF
.,SF
이__05,MM
역__140001,NNG
에,JKB
내리__010201,VV
면,EC
청계천,NNP
코스__000001,NNG
와,JC
인사동,NNP
을,JKO
만나__000102,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
습니다,EF
.,SF
청계천,NNP
코스__000001,NNG
는,JX
청계,NNP
광장__020001,NNG
주변__040001,NNG
과,JC
종로__03,NNP
일대__030000,NNG
를,JKO
이르__020101,VV
는,ETM
말__010003,NNG
이,VCP
고,EC
",",SP
인사동,NNP
은,JX
전통__060000,NNG
물건__000001,NNG
등__05,NNB
을,JKO
팔__000101,VV
는,ETM
가게__000001,NNG
와,JC
전통__060000,NNG
찻집,NNG
이나,JC
음식점,NNG
등__05,NNB
이,JKS
밀집되,VV
어,EC
모이__010201,VV
어,EC
있__01,VX
는,ETM
곳__010001,NNG
이,VCP
ㅁ,ETN
을,JKO
알__000101,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
습니다,EF
.,SF
세__01,MM
번째,NNB
역__140001,NNG
은,JX
안국역,NNP
이,VCP
ㅂ니다,EF
.,SF
안국역,NNP
에,JKB
내리__010101,VV
면,EC
북촌,NNP
한옥,NNG
마을__010001,NNG
을,JKO
만나__000102,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
습니다,EF
.,SF
복촌,NNP
은,JX
전통__060000,NNG
거주__020000,NNG
지역__030001,NNG
으로,JKB
문화__010001,NNG
체험__000001,NNG
공간__050001,NNG
이,JKS
많이,MAG
있__010301,VA
는,ETM
장소__050000,NNG
이,VCP
ㅂ니다,EF
.,SF
네__02,MM
번째,NNB
역사적__000001,NNG
이,VCP
ㄴ,ETM
문화__010001,NNG
를,JKO
보__010101,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
는,ETM
역__140001,NNG
으로,JKB
제시__020001,NNG
되__010401,VV
ㄴ,ETM
마지막,NNG
역__140001,NNG
은,JX
시청역,NNP
이,VCP
ㅂ니다,EF
.,SF
시청역,NNP
에,JKB
내리__010101,VV
면,EC
덕수궁,NNP
",",SP
덕수궁,NNP
돌담__010000,NNG
길__010001,NNG
",",SP
성공회,NNP
성당__030001,NNG
을,JKO
만나__000102,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
습니다,EF
.,SF
덕수궁,NNP
은,JX
어떤,MM
곳__010001,NNG
이,VCP
죠,EF
?,SF
덕수궁,NNP
은,JX
왕__040001,NNG
이,JKS
머무르__000001,VV
었,EP
던,ETM
곳__010001,NNG
으로,JKB
오래되,VV
ㄴ,ETM
전통__060000,NNG
건물__030000,NNG
과,JC
석조전__000001,NNG
을,JKO
보__010101,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
는,ETM
곳__010001,NNG
이,VCP
ㅂ니다,EF
.,SF
그리고,MAJ
성공회,NNP
성당__030001,NNG
은,JX
어떤,MM
곳__010001,NNG
이,VCP
ㄴ가,EC
요,JX
?,SF
성공회,NNP
성당__030001,NNG
은,JX
붉__010001,VA
은,ETM
벽돌,NNG
로,JKB
만들__000101,VV
어,EC
지__04,VX
ㄴ,ETM
서양식,NNG
건물__030000,NNG
이,VCP
ㅂ니다,EF
.,SF
다섯,NR
번째,NNB
역__140001,NNG
은,JX
어디__01,NP
이,VCP
ㅂ니까,EF
?,SF
이태원역,NNP
이,VCP
ㅂ니다,EF
.,SF
이태원,NNP
은,JX
어떤,MM
곳__010001,NNG
이,VCP
ㄴ가,EC
요,JX
?,SF
이태원,NNP
은,JX
외국인__000001,NNG
이,JKS
살__010200,VV
고,EC
있__01,VX
는,ETM
곳__010001,NNG
이,VCP
고,EC
",",SP
세계__020001,NNG
여러,MM
나라__010001,NNG
의,JKG
음식__000001,NNG
을,JKO
먹__020101,VV
을,ETM
수__02,NNB
도,JX
있__010305,VA
는,ETM
쇼핑,NNG
과,JC
유흥__020000,NNG
의,JKG
거리__080001,NNG
이,VCP
ㅂ니다,EF
.,SF
여섯,NR
번째,NNB
역__140001,NNG
은,JX
신사역,NNP
이,VCP
ㅂ니다,EF
.,SF
신사역,NNP
에,JKB
내리__010101,VV
면,EC
무엇,NP
을,JKO
보__010101,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
습니까,EF
?,SF
신사동,NNP
가로수,NNG
길__010001,NNG
을,JKO
만나__000102,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
습니다,EF
.,SF
신사동,NNP
가로수,NNG
길__010001,NNG
은,JX
어떤,MM
곳__010001,NNG
이,VCP
ㅂ니까,EF
?,SF
예술가,NNG
의,JKG
거리__010001,NNG
이,VCP
라고,EC
불리__040101,VV
고,EC
",",SP
아기자기하__000001,VA
ㄴ,ETM
커피숍,NNG
과,JC
맛__010001,NNG
집__010001,NNG
",",SP
옷__010000,NNG
매장__060000,NNG
들__09,XSN
이,JKS
빽빽하__000100,VA
게,EC
많이,MAG
있__010302,VA
는,ETM
곳__010001,NNG
이,VCP
ㅂ니다,EF
.,SF
여기__01,NP
서,JKB
즐비하,VA
다는,ETM
어떤,MM
것__01,NNB
이,JKS
빽빽하__000100,VA
게,EC
늘어서,VV
어,EC
있__01,VX
는,ETM
모습__010002,NNG
을,JKO
나타내__000101,VV
는,ETM
단어,NNG
이,VCP
ㅂ니다,EF
.,SF
일곱,NR
번째,NNB
역__140001,NNG
은,JX
동대문,NNP
역사__040001,NNG
문화__010001,NNG
공원__030000,NNG
역__140001,NNG
이,VCP
ㅂ니다,EF
.,SF
이__05,MM
역__140001,NNG
에서,JKB
는,JX
무엇,NP
을,JKO
보__010101,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
습니까,EF
?,SF
네__03,IC
",",SP
동대문,NNP
디자인,NNG
플라자,NNG
즉__01,MAG
",",SP
DDP,SL
를,JKO
보__010101,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
습니다,EF
.,SF
DDP,SL
는,JX
어떤,MM
곳__010001,NNG
이,VCP
죠,EF
?,SF
복합__020000,NNG
문화__010001,NNG
공간__050002,NNG
이,VCP
고,EC
",",SP
세계__020001,NNG
최대,NNG
규모__000002,NNG
의,JKG
3,SN
차원__010001,NNG
비정형,NNG
건물__030000,NNG
이,VCP
ㅂ니다,EF
.,SF
여기__01,NP
서,JKB
복합__020000,NNG
문화__010001,NNG
공간__050002,NNG
이,VCP
라고,EC
말하__000102,VV
는,ETM
것__01,NNB
은,JX
사진__070001,NNG
",",SP
그림__010001,NNG
",",SP
조각__050001,NNG
등__05,NNB
예술__000001,NNG
작품__010002,NNG
들__09,XSN
을,JKO
전시하__010001,VV
고,EC
이것,NP
들__09,XSN
을,JKO
판매하,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
는,ETM
공간__050002,NNG
",",SP
어떤,MM
것__01,NNB
들__09,XSN
을,JKO
배우__010001,VV
거나,EC
작업하__000001,VV
는,ETM
공간__050002,NNG
등__05,NNB
이,JKS
제공되,VV
는,ETM
공간__050002,NNG
을,JKO
말하__000102,VV
ㅂ니다,EF
.,SF
그래서,MAJ
