0,1
한국어,NNP
발표__010000,NNG
준비,NNG
를,JKO
도와주,VV
지,EC
않,VX
을까,EC
보__01,VX
아,EC
제__01,NP
가,JKS
어제__01,MAG
걱정__000001,NNG
을,JKO
많이,MAG
하__010101,VV
였,EP
어요,EF
.,SF
걱정__000001,NNG
말__030001,VV
세요,EF
.,SF
제__01,NP
가,JKS
비싸__000001,VA
ㄴ,ETM
커피__000002,NNG
를,JKO
마시__000001,VV
ㄹ,ETM
터__02,NNB
이,VCP
니까,EC
요,JX
.,SF
농담__010000,NNG
이,VCP
에요,EF
.,SF
따르__010202,VV
아,EC
하__010101,VV
여,EC
보__01,VX
세요,EF
.,SF
이__05,MM
카페,NNG
분위기__000002,NNG
가,JKS
좋__010201,VA
아요,EF
.,SF
카페,NNG
에서,JKB
일하,VV
거나,EC
공부하,VV
는,ETM
사람__000001,NNG
들__09,XSN
이,JKS
많,VA
네,EC
요,JX
.,SF
네__03,IC
",",SP
저__03,NP
도,JX
여기__01,NP
공부하,VV
러,EC
가끔,MAG
오__010101,VV
는,ETM
곳__010001,NNG
이,VCP
에요,EF
.,SF
여기__01,NP
는,JX
공부하,VV
는,ETM
사람__000001,NNG
한테,JKB
방해__010000,NNG
가,JKC
되__010401,VV
ㄹ까,EC
보__01,VX
아,EC
큰소리__010002,NNG
로,JKB
이야기__000001,NNG
를,JKO
못하__000100,VV
겠,EP
어요,EF
.,SF
카페,NNG
가,JKS
커피__000002,NNG
마시__000001,VV
면서,EC
이야기하__000101,VV
는,ETM
곳__010001,NNG
이,VCP
ㄴ데,EC
요즘,NNG
대학생,NNG
들__09,XSN
은,JX
카페,NNG
에서,JKB
공부__010000,NNG
를,JKO
더__01,MAG
많이,MAG
하__010101,VV
는,ETM
것__01,NNB
같__000400,VA
아요,EF
.,SF
그런__01,MM
것__01,NNB
같__000400,VA
아요,EF
.,SF
아__02,IC
",",SP
제__01,NP
가,JKS
오늘__000101,NNG
커피__000002,NNG
살__010302,VV
ㄹ,ETM
터__02,NNB
이,VCP
니까,EC
맛있,VA
는,ETM
것__01,NNB
들__040100,VV
세요,EF
.,SF
고맙__010000,VA
어요,EF
.,SF
그런데,MAJ
여기__01,NP
에서,JKB
발표__010000,NNG
준비,NNG
를,JKO
하__010101,VV
면,EC
다른,MM
사람__000007,NNG
들__09,XSN
이,JKS
불편하__010201,VA
ㄹ,ETM
터__02,NNB
이,VCP
니까,EC
다른,MM
곳__010001,NNG
으로,JKB
가__010101,VV
아요,EF
.,SF
좋__010201,VA
아요,EF
.,SF
유나,NNP
씨__07,NNB
가,JKS
한국어,NNP
발표__010000,NNG
준비,NNG
를,JKO
도와주,VV
지,EC
않,VX
을까,EC
보__01,VX
아,EC
제__01,NP
가,JKS
어제__01,MAG
걱정__000001,NNG
을,JKO
많이,MAG
하__010101,VV
였,EP
어요,EF
.,SF
걱정__000001,NNG
말__030001,VV
세요,EF
.,SF
제__01,NP
가,JKS
비싸__000001,VA
ㄴ,ETM
커피__000002,NNG
를,JKO
마시__000001,VV
ㄹ,ETM
터__02,NNB
이,VCP
니까,EC
요,JX
.,SF
농담__010000,NNG
이,VCP
에요,EF
.,SF
동사__090000,NNG
",",SP
형용사,NNG
-,SO
을까,EC
보__010101,VV
아,EF
(,SS
서__09,NNP
),SS
,
ㄹ까,EC
보__01,VX
아,EF
(,SS
서__09,NNP
),SS
어제__01,MAG
유미,NNP
씨__07,NNB
집__010003,NNG
에서,JKB
어떻,VA
었,EP
어요,EF
?,SF
유미,NNP
씨__07,NNB
부모님,NNG
께,JKB
실수하__000001,VV
ㄹ까,EC
보__01,VX
아,EC
말__010003,NNG
을,JKO
잘__02,MAG
못하__000100,VV
였,EP
어요,EF
.,SF
왜__02,MAG
작__010005,VA
은,ETM
소리__010003,NNG
로,JKB
말하__000102,VV
여요,EF
?,SF
다른,MM
사람__000007,NNG
한테,JKB
방해__010000,NNG
가,JKC
되__010401,VV
ㄹ까,EC
보__01,VX
아,EC
큰소리__010002,NNG
로,JKB
말__010003,NNG
을,JKO
못하__000100,VV
겠,EP
어요,EF
.,SF
오늘__000101,NNG
은,JX
‘,SS
을까,EC
보__010101,VV
아서,EF
’,SS
를,JKO
배우__010001,VV
ㄹ,ETM
것__01,NNB
이,VCP
에요,EF
.,SF
‘,SS
을,JKO
까__010001,VV
아,EC
보__01,VX
아,EF
’,SS
또는,MAG
‘,SS
을,JKO
까__010001,VV
아,EC
보__01,VX
아서,EF
’,SS
는,JX
앞__000001,NNG
말__010003,NNG
이,JKS
의미하__020002,VV
는,ETM
상황__020000,NNG
이,JKC
되__010401,VV
ㄹ,ETM
것__01,NNB
같__000400,VA
아서,EC
걱정하,VV
는,ETM
마음__010002,NNG
이,JKS
있__010302,VA
을,ETM
때__010001,NNG
사용하__030001,VV
여요,EF
.,SF
예__080001,NNG
를,JKO
들__040201,VV
어,EC
",",SP
어제__01,MAG
유미,NNP
씨__07,NNB
집__010003,NNG
에서,JKB
어떻,VA
었,EP
어요,EF
?,SF
라고,JKQ
질문하__000001,VV
면,EC
유미,NNP
씨__07,NNB
부모님,NNG
께,JKB
실수하__000001,VV
ㄹ,ETM
까__010001,VV
아,EC
보__01,VX
아,EC
말__010003,NNG
을,JKO
잘__02,MAG
못하__000100,VV
였,EP
어요,EF
.,SF
이__05,MM
말__010003,NNG
은,JX
유미,NNP
씨__07,NNB
부모님,NNG
께,JKB
실수하__000001,VV
는,ETM
상황__020000,NNG
이,JKC
되__010401,VV
ㄹ,ETM
것__01,NNB
같__000400,VA
아,EC
걱정하,VV
는,ETM
마음__010002,NNG
이,JKS
있__010302,VA
어요,EF
.,SF
그래서,MAJ
말__010003,NNG
을,JKO
잘__02,MAG
못하__000100,VV
였,EP
어요,EF
.,SF
이런__01,MM
뜻__000002,NNG
이,VCP
에요,EC
또,MAG
예__080001,NNG
를,JKO
들__040201,VV
어,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
왜__02,MAG
작__010005,VA
은,ETM
소리__010003,NNG
로,JKB
말하__000102,VV
여요,EF
?,SF
이,VCP
라는,ETM
질문__000001,NNG
에,JKB
다른,MM
사람__000007,NNG
한테,JKB
방해하,VV
는,ETM
상황__020000,NNG
이,JKC
되__010401,VV
ㄹ,ETM
것__01,NNB
같__000400,VA
아서,EC
걱정하,VV
는,ETM
마음__010002,NNG
이,JKS
있__010302,VA
어요,EF
.,SF
그래서,MAJ
큰소리__010002,NNG
로,JKB
말__010003,NNG
을,JKO
못하__000100,VV
여요,EF
.,SF
이때,NNG
",",SP
다른,MM
사람__000007,NNG
한테,JKB
방해__010000,NNG
가,JKC
되__010401,VV
ㄹ까,EC
보__01,VX
아,EC
큰소리__010002,NNG
로,JKB
말__010003,NNG
을,JKO
못하__000100,VV
겠,EP
어요,EF
.,SF
이렇,VA
게,EC
말하__000102,VV
여요,EF
.,SF
‘,SS
먹__020101,VV
다,EC
",",SP
늦__000202,VA
다,EF
’,SS
처럼,JKB
동사__090000,NNG
나,JC
형용사,NNG
의,JKG
어간__040000,NNG
에,JKB
받침__000001,NNG
이,JKS
있__010302,VA
으면,EC
‘,SS
을까,EC
보__010101,VV
아,EF
’,SS
를,JKO
쓰__030203,VV
어요,EF
.,SF
그래서,MAJ
‘,SS
먹__020101,VV
을까,EC
보__01,VX
아,EC
",",SP
늦__000100,VV
을까,EC
보__01,VX
아,EF
’,SS
이렇,VA
게,EC
되__010401,VV
고,EC
",",SP
‘,SS
모르__000101,VV
다,EC
",",SP
넘어지__000001,VV
다,EF
’,SS
처럼,JKB
동사__090000,NNG
나,JC
형용사,NNG
의,JKG
어간__040000,NNG
에,JKB
받침__000001,NNG
이,JKS
없__010103,VA
으면,EC
‘,SS
ㄹ까,EC
보__010101,VV
아,EF
’,SS
가,JKS
붙__000101,VV
어서,EC
‘,SS
모르__000201,VV
ㄹ까,EC
보__010101,VV
아,EC
",",SP
넘어지__000001,VV
ㄹ까,EC
보__01,VX
아,EF
’,SS
가,JKC
되__010401,VV
어요,EF
.,SF
처럼,JKB
알맞,VA
은,ETM
것__01,NNB
을,JKO
고르__010000,VV
아,EC
대화__060000,NNG
를,JKO
완성하__010000,VV
여,EC
보__01,VX
세요,EF
.,SF
보기__010000,NNG
를,JKO
보__010101,VV
세요,EF
.,SF
표__020003,NNG
가,JKS
없__010106,VA
다,EC
",",SP
일찍,MAG
자__010100,VV
다,EC
",",SP
늦__000202,VA
게,EC
일어나__000201,VV
다,EC
",",SP
불편하__010100,VA
다,EC
이__05,MM
말__010003,NNG
중__04,NNB
에,JKB
알맞,VA
은,ETM
것__01,NNB
을,JKO
고르__010000,VV
아,EC
대화__060000,NNG
를,JKO
완성하__010000,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
보기__010000,NNG
를,JKO
보__010101,VV
세요,EF
.,SF
비행기,NNG
표__040001,NNG
를,JKO
벌써,MAG
사__000100,VV
았,EP
어요,EF
?,SF
이렇,VA
게,EC
질문하__000001,VV
였,EP
어요,EF
.,SF
대답__000002,NNG
을,JKO
보__010101,VV
세요,EF
.,SF
방학,NNG
이,JKC
되__010401,VV
면,EC
표__040001,NNG
가,JKS
없__010106,VA
을,ETM
것__01,NNB
같__000400,VA
아서,EC
걱정하,VV
여요,EF
.,SF
그래서,MAJ
방학,NNG
이,JKC
되__010401,VV
면,EC
표__040001,NNG
가,JKS
없__010106,VA
을까,EC
보__01,VX
아,EC
일찍,MAG
사__000100,VV
았,EP
어요,EF
.,SF
이렇,VA
게,EC
말하__000102,VV
여요,EF
.,SF
그럼__01,MAJ
1,SN
번__04,NNB
부터,JX
로__10,XSN
바르__010200,VV
씨__07,NNB
가,JKS
가__010101,VV
아,EC
",",SP
미하일,NNP
씨__07,NNB
가,JKS
나__03,NP
하__010101,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
커피__000002,NNG
더__01,MAG
마시__000001,VV
ㄹ래요,EF
?,SF
아니요,IC
",",SP
너무__01,MAG
많이,MAG
마시__000001,VV
면,EC
잠__010001,NNG
이,JKS
안__02,MAG
오__010502,VV
ㄹ까,EC
보__01,VX
아,EC
안__02,MAG
마시__000001,VV
려고,EC
요,JX
.,SF
잘하__000102,VV
였,EP
어요,EF
.,SF
커피__000002,NNG
를,JKO
너무__01,MAG
많이,MAG
마시__000001,VV
어요,EF
.,SF
그러면,MAJ
잠__010001,NNG
이,JKS
안__02,MAG
오__010502,VV
는,ETM
상황__020000,NNG
이,JKC
되__010401,VV
ㄹ,ETM
것__01,NNB
같__000400,VA
아서,EC
걱정하,VV
여요,EF
.,SF
그래서,MAJ
이렇,VA
게,EC
말하__000102,VV
여요,EF
.,SF
커피__000002,NNG
를,JKO
너무__01,MAG
많이,MAG
마시__000001,VV
면,EC
잠__010001,NNG
이,JKS
안__02,MAG
오__010502,VV
ㄹ까,EC
보__01,VX
아,EC
안__02,MAG
마시__000001,VV
려고,EC
하__01,VX
여요,EF
.,SF
이런__01,MM
뜻__000002,NNG
이,VCP
에요,EF
.,SF
잘하__000102,VV
였,EP
어요,EF
.,SF
그럼__01,MAJ
",",SP
2,SN
번__04,NNB
을,JKO
하__010101,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
로__10,XSN
바르__010200,VV
씨__07,NNB
가,JKS
가__010101,VV
아,EC
",",SP
미하일,NNP
씨__07,NNB
가,JKS
나__03,NP
를,JKO
하__010101,VV
여,EC
보__01,VX
세요,EF
.,SF
왜__02,MAG
우산__010000,NNG
을,JKO
가지__000101,VV
고,EC
가__010700,VV
아요,EF
?,SF
오후__020002,NNG
에,JKB
비__010000,NNG
가,JKS
오__010501,VV
ㄹ까,EC
보__01,VX
아,EC
우산__010000,NNG
을,JKO
가지__000101,VV
고,EC
가__010700,VV
아요,EF
.,SF
아주__01,MAG
잘하__000103,VV
였,EP
어요,EF
.,SF
그럼__01,MAJ
계속하__030001,VV
여서,EC
3,SN
번__04,NNB
도,JX
하__010101,VV
여,EC
보__01,VX
ㄹ게,EC
요,JX
.,SF
로__10,XSN
바르__010200,VV
씨__07,NNB
가,JKS
가__010101,VV
아,EC
",",SP
미하일,NNP
씨__07,NNB
가,JKS
나__03,NP
를,JKO
하__010101,VV
여,EC
보__01,VX
세요,EF
.,SF
시간__040002,NNG
이,JKS
늦__000202,VA
어서,EC
아래층,NNG
에,JKB
살__010302,VV
는,ETM
사람__000002,NNG
이,JKS
불편하__010201,VA
ㄹ까,EC
보__01,VX
아,EC
빨래__000002,NNG
는,JX
내일__000101,NNG
하__010101,VV
여야,EC
하__01,VX
겠,EP
어요,EF
.,SF
그래__01,IC
요,JX
",",SP
빨래__000002,NNG
는,JX
내일__000101,NNG
하__010101,VV
여도,EC
되__010401,VV
어요,EF
.,SF
좋__010101,VA
아요,EC
",",SP
빨래__000002,NNG
는,JX
내일__000101,NNG
하__010101,VV
여요,EF
.,SF
왜__02,MAG
내일__000101,NNG
하__010101,VV
여요,EF
?,SF
아래층,NNG
에,JKB
살__010302,VV
는,ETM
사람__000002,NNG
이,JKS
불편하__010201,VA
ㄹ까,EC
보__01,VX
아,EC
빨래__000002,NNG
는,JX
내일__000101,NNG
하__010101,VV
여야,EC
하__01,VX
겠,EP
어요,EF
.,SF
이렇,VA
게,EC
말하__000102,VV
였,EP
어요,EF
.,SF
잘하__000102,VV
였,EP
어요,EF
.,SF
연습__030000,NNG
2,SN
번__04,NNB
을,JKO
하__010101,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
보__010101,VV
기,ETN
의,JKG
그림__010001,NNG
을,JKO
보__010101,VV
세요,EF
.,SF
이__05,MM
사람__000001,NNG
은,JX
지금__03,MAG
뭐,NP
하__010101,VV
여요,EF
?,SF
네__03,IC
",",SP
알람,NNG
시간__040001,NNG
을,JKO
맞추__010404,VV
고,EC
있__010302,VA
어요,EF
.,SF
왜__02,MAG
알람,NNG
시간__040001,NNG
을,JKO
맞추__010404,VV
고,EC
잘__000101,VA
ㄹ까,EC
요,JX
?,SF
늦__000202,VA
게,EC
일어나__000201,VV
ㄹ까,EC
보__010101,VV
아,EC
알람,NNG
을,JKO
맞추__010301,VV
고,EC
자__010100,VV
아요,EF
.,SF
잘하__000102,VV
였,EP
어요,EF
.,SF
선생님__000001,NNG
도,JX
매일,MAG
늦__000202,VA
게,EC
일어나__000201,VV
ㄹ까,EC
보__010101,VV
아,EC
알람,NNG
을,JKO
맞추__010301,VV
고,EC
자__010100,VV
아요,EF
.,SF
여러분,NP
은,JX
어떻,VA
어요,EF
?,SF
그럼__01,MAJ
1,SN
번__04,NNB
부터,JX
하__010101,VV
여,EC
보__01,VX
ㄹ게,EC
요,JX
.,SF
1,SN
번__04,NNB
그림__010001,NNG
을,JKO
보__010101,VV
세요,EF
.,SF
이__05,MM
사람__000001,NNG
은,JX
뛰어가__000002,VV
고,EC
있__01,VX
어요,EF
.,SF
아마__01,MAG
회사__040000,NNG
에,JKB
뛰어가__000002,VV
고,EC
있__01,VX
는,ETM
것__01,NNB
같__000400,VA
아요,EF
.,SF
왜__02,MAG
뛰어가__000002,VV
ㄹ까,EC
요,JX
?,SF
로__10,XSN
바르__010200,VV
씨__07,NNB
가,JKS
하__010101,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
회사__040000,NNG
에,JKB
늦__000202,VA
을까,EC
보__01,VX
아,EC
뛰__020101,VV
어,EC
가__010101,VV
아요,EF
.,SF
잘하__000102,VV
였,EP
어요,EF
.,SF
회사__040000,NNG
에,JKB
늦__000202,VA
을까,EC
보__01,VX
아,EC
뛰__020101,VV
어,EC
가__010101,VV
아요,EF
.,SF
회사__040000,NNG
에,JKB
늦__000100,VV
을,ETM
것__01,NNB
같__000400,VA
아서,EC
걱정하,VV
여요,EF
.,SF
그리하,VV
여서,EC
늦__000202,VA
을까,EC
보__01,VX
아,EC
뛰어가__000002,VV
아요,EF
.,SF
선생님__000001,NNG
도,JX
회사__040000,NNG
에,JKB
늦__000202,VA
을까,EC
보__01,VX
아,EC
뛰어가__000002,VV
ㄴ,ETM
적__03,NNB
이,JKS
있__010302,VA
어요,EF
.,SF
로__10,XSN
바르__010200,VV
씨__07,NNB
는,JX
학교,NNG
에,JKB
뛰__020101,VV
어,EC
가__010101,VV
ㄴ,ETM
적__03,NNB
이,JKS
있__010302,VA
어요,EF
?,SF
네__03,IC
",",SP
학교,NNG
에,JKB
늦__000100,VV
을까,EC
보__01,VX
아,EC
뛰__020101,VV
어,EC
가__010101,VV
ㄴ,ETM
적__03,NNB
이,JKS
있__010302,VA
어요,EF
.,SF
아주__01,MAG
잘하__000103,VV
였,EP
어요,EF
.,SF
2,SN
번__04,NNB
그림__010001,NNG
을,JKO
보__010101,VV
세요,EF
.,SF
이__05,MM
사람__000001,NNG
은,JX
지금__03,MAG
음악__010000,NNG
을,JKO
듣__010201,VV
고,EC
있__01,VX
어요,EF
.,SF
그런데,MAJ
이어폰,NNG
으로,JKB
음악__010000,NNG
을,JKO
듣__010201,VV
고,EC
있__01,VX
어요,EF
.,SF
왜__02,MAG
그렇__000001,VA
ㄹ까,EC
요,JX
?,SF
미하일,NNP
씨__07,NNB
가,JKS
하__010101,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
음악__010000,NNG
을,JKO
크__010003,VA
게,EC
듣__010201,VV
고,EC
싶,VX
은데,EC
다른,MM
사람__000007,NNG
들__09,XSN
에게,JKB
방해__010000,NNG
가,JKC
되__010401,VV
ㄹ까,EC
보__01,VX
아,EC
이어폰,NNG
으로,JKB
음악__010000,NNG
을,JKO
듣__010201,VV
어요,EC
네__03,IC
",",SP
다른,MM
사람__000007,NNG
한테,JKB
방해__010000,NNG
가,JKC
되__010401,VV
ㄹ까,EC
보__01,VX
아,EC
이어폰,NNG
으로,JKB
음악__010000,NNG
을,JKO
듣__010201,VV
어요,EF
.,SF
미하일,NNP
씨__07,NNB
도,JX
음악__010000,NNG
을,JKO
듣__010201,VV
어요,EF
?,SF
어떻,VA
게,EC
들__010505,VV
어요,EF
?,SF
이어폰,NNG
으로,JKB
듣__010201,VV
어요,EF
.,SF
왜__02,MAG
이어폰,NNG
으로,JKB
듣__010201,VV
어요,EF
?,SF
다른,MM
사람__000007,NNG
에게,JKB
방해__010000,NNG
가,JKC
되__010401,VV
ㄹ까,EC
보__01,VX
아,EC
잘하__000102,VV
였,EP
어요,EF
.,SF
다른,MM
사람__000007,NNG
한테,JKB
방해__010000,NNG
가,JKC
되__010401,VV
ㄹ까,EC
보__01,VX
아,EC
이어폰,NNG
으로,JKB
음악__010000,NNG
을,JKO
듣__010201,VV
어요,EF
.,SF
3,SN
번__04,NNB
그림__010001,NNG
을,JKO
보__010101,VV
세요,EF
.,SF
이__05,MM
사람__000001,NNG
은,JX
메모,NNG
를,JKO
하__010101,VV
고,EC
있__01,VX
어요,EF
.,SF
왜__02,MAG
메모,NNG
를,JKO
하__010101,VV
고,EC
있__01,VX
을까,EC
요,JX
?,SF
로__10,XSN
바르__010200,VV
씨__07,NNB
가,JKS
하__010101,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
잊어버리__000002,VV
ㄹ까,EC
보__01,VX
아,EC
메모,NNG
를,JKO
하__010101,VV
여요,EF
.,SF
네__03,IC
",",SP
맞__010101,VV
아요,EF
.,SF
잊어버리__000002,VV
ㄹ까,EC
보__01,VX
아,EC
메모,NNG
를,JKO
하__010101,VV
여요,EF
.,SF
선생님__000001,NNG
도,JX
잊어버리__000002,VV
ㄹ까,EC
보__01,VX
아,EC
메모,NNG
를,JKO
자주__01,MAG
하__010101,VV
여요,EF
.,SF
아주__01,MAG
잘하__000103,VV
였,EP
어요,EF
.,SF
동사__090000,NNG
",",SP
형용사,NNG
-,SO
을,JKO
터__02,NNB
이,VCP
니까,EC
,
ㄹ__010000,NNG
터__02,NNB
이,VCP
니까,EC
지금__03,MAG
오__010101,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
어요,EF
?,SF
제__01,NP
가,JKS
지갑__030001,NNG
을,JKO
잃어버리__000001,VV
었,EP
어요,EF
.,SF
제__01,NP
가,JKS
가__010101,VV
ㄹ,ETM
터__02,NNB
이,VCP
니까,EC
조금__010001,NNG
만,JX
기다리,VV
세요,EF
.,SF
여기__01,NP
에서,JKB
큰소리__010001,NNG
로,JKB
말하__000102,VV
면,EC
다른,MM
사람__000007,NNG
이,JKS
불편하__010201,VA
ㄹ,ETM
터__02,NNB
이,VCP
니까,EC
다른,MM
곳__010001,NNG
으로,JKB
가__010101,VV
아요,EF
.,SF
네__03,IC
",",SP
그렇__000001,VA
게,EC
하__010900,VV
여요,EF
.,SF
오늘,MAG
두__01,MM
번째,NNB
문법__010000,NNG
은,JX
‘,SS
을,JKO
터__02,NNB
이,VCP
니까,EF
’,SS
이,VCP
에요,EF
.,SF
‘,SS
을,JKO
터__02,NNB
이,VCP
니까,EF
’,SS
는,JX
말하__000102,VV
는,ETM
사람__000001,NNG
의,JKG
의지__060001,NNG
를,JKO
나타내__000300,VV
ㄹ,ETM
때__010001,NNG
사용하__030001,VV
여요,EF
.,SF
그리고,MAJ
말하__000102,VV
는,ETM
사람__000001,NNG
의,JKG
추측__000001,NNG
을,JKO
나타내__000102,VV
ㄹ,ETM
때__010001,NNG
도,JX
사용하__030001,VV
는,ETM
표현__000001,NNG
이,VCP
에요,EF
.,SF
예__080001,NNG
를,JKO
들__040201,VV
어,EC
",",SP
지금__03,MAG
오__010101,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
어요,EF
?,SF
제__01,NP
가,JKS
지갑__030001,NNG
을,JKO
잃어버리__000001,VV
었,EP
어요,EF
.,SF
라고,JKQ
말하__000102,VV
면,EC
제__01,NP
가,JKS
가__010501,VV
ㄹ,ETM
것__01,NNB
이,VCP
에요,EF
.,SF
그러니까,MAJ
조금__010001,NNG
만,JX
기다리,VV
세요,EF
.,SF
이__05,MM
표현__000001,NNG
은,JX
‘,SS
제__01,NP
가,JKS
가__010101,VV
ㄹ,ETM
터__02,NNB
이,VCP
니까,EC
조금__010001,NNG
만,JX
기다리,VV
세요,EF
.,SF
’,SS
이렇,VA
게,EC
말하__000102,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
어요,EF
.,SF
이것,NP
은,JX
말하__000102,VV
는,ETM
사람__000001,NNG
이,JKS
가__010101,VV
ㄹ,ETM
의지__060001,NNG
를,JKO
표현하,VV
ㄴ,ETM
후__080001,NNG
에,JKB
기다리,VV
라는,ETM
듣__010101,VV
는,ETM
사람__000001,NNG
의,JKG
행동__000001,NNG
을,JKO
요구하__000001,VV
는,ETM
것__01,NNB
이,VCP
에요,EF
.,SF
다른,MM
의미__020001,NNG
도,JX
있__010302,VA
어요,EF
.,SF
예__080001,NNG
를,JKO
들__040201,VV
어,EC
",",SP
큰소리__010002,NNG
로,JKB
말하__000102,VV
면,EC
다른,MM
사람__000007,NNG
이,JKS
불편하__010201,VA
다,EC
",",SP
여기__01,NP
에서,JKB
불편하__010100,VA
다는,ETM
형용사,NNG
이,VCP
에요,EF
.,SF
보통__000100,NNG
형용사,NNG
에,JKB
‘,SS
을,JKO
터__02,NNB
이,VCP
니까,EF
’,SS
를,JKO
사용하__030001,VV
면,EC
추측__000001,NNG
의,JKG
표현__000001,NNG
