0,1
?,SF
저__03,NP
는,JX
오전__020002,NNG
에,JKB
는,JX
한국어,NNP
를,JKO
배우__010001,VV
고,EC
있__01,VX
어요,EF
.,SF
오후__020002,NNG
에,JKB
는,JX
회사__040000,NNG
에,JKB
다니__000103,VV
고,EC
있__01,VX
어요,EF
.,SF
아__02,IC
",",SP
그렇__000001,VA
군,EC
요,JX
.,SF
저__03,NP
도,JX
한국__05,NNP
회사__040000,NNG
에,JKB
다니__000103,VV
고,EC
싶,VX
어요,EF
.,SF
무슨,MM
회사__040000,NNG
에,JKB
다니__000103,VV
어요,EF
?,SF
저__03,NP
는,JX
중국__01,NNP
회사__040000,NNG
에,JKB
다니__000103,VV
어요,EF
.,SF
히__88,NNG
에,JKB
ㄴ,JX
씨__07,NNB
를,JKO
만나__000102,VV
아서,EC
반갑,VA
어요,EF
.,SF
저__03,NP
도,JX
만나__000102,VV
아서,EC
반갑,VA
어요,EF
.,SF
따르__010202,VV
아,EC
하__010101,VV
여,EC
보__01,VX
세요,EF
.,SF
안녕하__000002,VA
세요,EF
?,SF
저__03,NP
는,JX
왕__040001,NNG
량__050000,NNG
이,VCP
라고,EC
하__010701,VV
ㅂ니다,EF
.,SF
저__03,NP
는,JX
응우엔,NNP
히엔,NNG
이,VCP
라고,EC
하__010701,VV
여요,EF
.,SF
히엔,NNG
이,VCP
라고,EC
부르__010300,VV
세요,EF
.,SF
히__88,NNG
에,JKB
ㄴ,JX
씨__07,NNB
는,JX
무슨,MM
일__010001,NNG
을,JKO
하__010101,VV
여요,EF
?,SF
저__03,NP
는,JX
한국어,NNP
를,JKO
배우__010001,VV
고,EC
있__01,VX
어요,EF
.,SF
왕__040001,NNG
량__050000,NNG
씨__07,NNB
는,JX
요,JX
?,SF
저__03,NP
는,JX
오전__020002,NNG
에,JKB
는,JX
한국어,NNP
를,JKO
배우__010001,VV
고,EC
있__01,VX
어요,EF
.,SF
오후__020002,NNG
에,JKB
는,JX
회사__040000,NNG
에,JKB
다니__000103,VV
고,EC
있__01,VX
어요,EF
.,SF
아__02,IC
",",SP
그렇__000001,VA
군,EC
요,JX
.,SF
저__03,NP
도,JX
한국__05,NNP
회사__040000,NNG
에,JKB
다니__000103,VV
고,EC
싶,VX
어요,EF
.,SF
무슨,MM
회사__040000,NNG
에,JKB
다니__000103,VV
어요,EF
?,SF
저__03,NP
는,JX
중국__01,NNP
회사__040000,NNG
에,JKB
다니__000103,VV
어요,EF
.,SF
히__88,NNG
에,JKB
ㄴ,JX
씨__07,NNB
를,JKO
만나__000102,VV
아서,EC
반갑,VA
어요,EF
.,SF
저__03,NP
도,JX
만나__000102,VV
아서,EC
반갑,VA
어요,EF
.,SF
명사__010001,NNG
(,SS
이__05,MM
),SS
라고,JKQ
하__010101,VV
다,EC
저__03,NP
는,JX
응우엔,NNP
히엔,NNG
이,VCP
라고,EC
하__010701,VV
여요,EF
.,SF
저__03,NP
는,JX
왕__040001,NNG
량__050000,NNG
이,VCP
라고,EC
하__010701,VV
ㅂ니다,EF
.,SF
오늘__000101,NNG
은,JX
‘,SS
(,SS
이__05,MM
),SS
라고,JKQ
하__010101,VV
다,EF
’,SS
를,JKO
배우__010001,VV
ㄹ,ETM
것__01,NNB
이,VCP
에요,EF
.,SF
‘,SS
라고,JKQ
하__010101,VV
다,EF
’,SS
는,JX
다른,MM
사람__000007,NNG
에게,JKB
듣__010201,VV
은,ETM
말__010003,NNG
을,JKO
말하__000102,VV
ㄹ,ETM
때__010001,NNG
사용하__030001,VV
여요,EF
.,SF
보통,MAG
자신__010001,NNG
을,JKO
소개하__010002,VV
ㄹ,ETM
때__010001,NNG
",",SP
‘,SS
저__03,NP
는,JX
이수미,NNP
이,VCP
라고,EC
하__010701,VV
여요,EF
.,SF
’,SS
이렇,VA
게,EC
쓰__010101,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
어요,EF
.,SF
그리고,MAJ
어떤,MM
물건__000001,NNG
을,JKO
소개하__010003,VV
ㄹ,ETM
때__010001,NNG
‘,SS
이것,NP
ㄴ,JX
김치__010000,NNG
이,VCP
라고,EC
하__010701,VV
여요,EF
.,SF
’,SS
이렇,VA
게,EC
말하__000102,VV
여요,EF
.,SF
명사__030000,NNG
에,JKB
받침__000001,NNG
이,JKS
있__010302,VA
으면,EC
이,VCP
라고,EC
하__010701,VV
여요,EF
.,SF
명사__030000,NNG
에,JKB
받침__000001,NNG
이,JKS
없__010103,VA
으면,EC
이,VCP
라고,EC
하__010701,VV
여요,EC
를,JKO
쓰__030203,VV
어요,EF
.,SF
예__080001,NNG
를,JKO
들__040201,VV
어,EC
",",SP
한복,NNG
",",SP
‘,SS
한복,NNG
’,SS
은,JX
받침__000001,NNG
이,JKS
있__010302,VA
어요,EF
.,SF
그래서,MAJ
‘,SS
한복,NNG
’,SS
이라고,JKQ
하__010101,VV
여요,EF
.,SF
그리고,MAJ
김치__010000,NNG
",",SP
‘,SS
김치__010000,NNG
’,SS
는,JX
받침__000001,NNG
이,JKS
없__010103,VA
어요,EF
.,SF
그래서,MAJ
‘,SS
김치__010000,NNG
’,SS
라고,JKQ
하__010101,VV
여요,EF
.,SF
자__04,IC
",",SP
연습하__030000,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
‘,SS
보기__010000,NNG
’,SS
처럼,JKB
하__010101,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
이름__000003,NNG
",",SP
이름__000001,NNG
이,JKS
뭐,NP
이,VCP
에요,EF
?,SF
네__03,IC
",",SP
이수미,NNP
이,VCP
에요,EF
.,SF
이수미,NNP
는,JX
받침__000001,NNG
이,JKS
있__010302,VA
어요,EF
?,SF
네__03,IC
",",SP
받침__000001,NNG
이,JKS
없__010103,VA
어요,EF
.,SF
그래서,MAJ
‘,SS
저__03,NP
는,JX
이수미,NNP
이,VCP
라고,EC
하__010701,VV
여요,EF
.,SF
’,SS
이렇,VA
게,EC
말하__000102,VV
여요,EF
.,SF
그럼__01,MAJ
",",SP
여러분,NP
이,JKS
하__010101,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
로__10,XSN
바르__010200,VV
씨__07,NNB
",",SP
1,SN
번__04,NNB
하__010101,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
저__03,NP
는,JX
빙빙,MAG
이,VCP
라고,EC
하__010701,VV
여요,EF
.,SF
빙빙,MAG
은,JX
받침__000001,NNG
이,JKS
있__010302,VA
어요,EC
",",SP
없__010106,VA
어요,EF
?,SF
있__010302,VA
어요,EF
.,SF
그래서,MAJ
빙빙,MAG
이,VCP
라고,EC
하__010701,VV
여요,EF
.,SF
잘하__000102,VV
였,EP
어요,EF
.,SF
2,SN
번__04,NNB
도,JX
로__10,XSN
바르__010200,VV
씨__07,NNB
가,JKS
하__010101,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
네__02,MM
.,SF
저__03,NP
는,JX
이유진,NNP
이,VCP
라고,EC
하__010701,VV
여요,EC
아주__01,MAG
좋__010201,VA
아요,EF
.,SF
이유진,NNP
은,JX
받침__000001,NNG
이,JKS
있__010302,VA
어요,EC
",",SP
없__010106,VA
어요,EF
?,SF
있__010302,VA
어요,EF
.,SF
그래서,MAJ
이유__040001,NNG
진__08,NNP
이,VCP
라고,EC
하__010701,VV
여요,EF
.,SF
잘하__000102,VV
였,EP
어요,EF
.,SF
3,SN
번__04,NNB
은,JX
미하일,NNP
씨__07,NNB
가,JKS
하__010101,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
저__03,NP
는,JX
마크__000001,NNG
이,VCP
라고,EC
하__010701,VV
여요,EF
.,SF
잘하__000102,VV
였,EP
어요,EF
.,SF
마크,NNP
는,JX
받침__000001,NNG
이,JKS
있__010302,VA
어요,EC
",",SP
없__010106,VA
어요,EF
?,SF
없__010106,VA
어요,EF
.,SF
그래서,MAJ
저__03,NP
는,JX
마크__000001,NNG
이,VCP
라고,EC
하__010701,VV
여요,EF
.,SF
잘하__000102,VV
였,EP
어요,EF
.,SF
연습__030000,NNG
2,SN
번__04,NNB
하__010101,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
1,SN
번__04,NNB
가__010101,VV
는,ETM
로__10,XSN
바르__010200,VV
씨__07,NNB
가,JKS
나__03,NP
는,JX
미하일,NNP
씨__07,NNB
가,JKS
하__010101,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
이것,NP
ㄴ,JX
한국어,NNG
로,JKB
뭐,NP
이,VCP
라고,EC
하__010701,VV
여요,EF
?,SF
비빔밥,NNG
이,VCP
라고,EC
하__010701,VV
여요,EF
.,SF
비빔밥,NNG
은,JX
받침__000001,NNG
이,JKS
있__010302,VA
어요,EC
",",SP
없__010106,VA
어요,EF
?,SF
있__010302,VA
어요,EF
.,SF
그래서,MAJ
‘,SS
비빔밥,NNG
이,VCP
라고,EC
하__010701,VV
여요,EF
.,SF
’,SS
잘하__000102,VV
였,EP
어요,EF
.,SF
2,SN
번__04,NNB
도,JX
로__10,XSN
바르__010200,VV
씨__07,NNB
가,JKS
가__010101,VV
아,EC
",",SP
미하일,NNP
씨__07,NNB
가,JKS
나__03,NP
하__010101,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
이것,NP
ㄴ,JX
한국어,NNG
로,JKB
뭐,NP
이,VCP
라고,EC
하__010701,VV
여요,EF
?,SF
한복,NNG
이,VCP
라고,EC
하__010701,VV
여요,EF
.,SF
한국__05,NNP
전통__060000,NNG
옷__010000,NNG
이,VCP
에요,EF
.,SF
한국__05,NNP
전통__060000,NNG
옷__010000,NNG
을,JKO
뭐,NP
이,VCP
라고,EC
하__010701,VV
여요,EF
?,SF
한복,NNG
이,VCP
라고,EC
하__010701,VV
여요,EF
.,SF
한복,NNG
은,JX
받침__000001,NNG
이,JKS
있__010302,VA
어요,EC
",",SP
없__010106,VA
어요,EF
?,SF
있__010302,VA
어요,EF
.,SF
그래서,MAJ
한복,NNG
이,VCP
라고,EC
하__010701,VV
여요,EF
.,SF
잘하__000102,VV
였,EP
어요,EF
.,SF
3,SN
번__04,NNB
도,JX
로__10,XSN
바르__010200,VV
씨__07,NNB
가,JKS
가__010101,VV
아,EC
",",SP
미하일,NNP
씨__07,NNB
가,JKS
나__03,NP
하__010101,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
‘,SS
안녕하__000002,VA
세요,EF
.,SF
’,SS
를,JKO
중국어,NNP
로,JKB
뭐,NP
이,VCP
라고,EC
하__010701,VV
여요,EF
?,SF
니하오,NNP
이,VCP
라고,EC
하__010701,VV
여요,EF
.,SF
미하일,NNP
씨__07,NNB
중국어,NNP
알__000101,VV
아요,EF
?,SF
니하오,NNP
는,JX
받침__000001,NNG
이,JKS
있__010302,VA
어요,EC
",",SP
없__010106,VA
어요,EF
?,SF
없__010106,VA
어요,EF
.,SF
그래서,MAJ
‘,SS
니하오,NNG
’,SS
라고,JKQ
하__010101,VV
여요,EF
.,SF
잘하__000102,VV
였,EP
어요,EF
.,SF
동사__090000,NNG
?,SF
고,JKQ
있__010302,VA
다,EC
저__03,NP
는,JX
한국어,NNP
를,JKO
배우__010001,VV
고,EC
있__01,VX
어요,EF
.,SF
저__03,NP
는,JX
회사__040000,NNG
에,JKB
다니__000103,VV
고,EC
있__01,VX
어요,EF
.,SF
오늘,MAG
두__01,MM
번째,NNB
문법__010000,NNG
은,JX
‘,SS
-,SO
고,EC
있__010302,VA
다,EF
’,SS
이,VCP
에요,EF
.,SF
‘,SS
-,SO
고,EC
있__010302,VA
다,EF
’,SS
는,JX
어떤,MM
행동__000001,NNG
이,JKS
끝나__000001,VV
지,EC
않,VX
고,EC
진행되__000002,VV
고,EC
있__01,VX
을,ETM
때__010001,NNG
사용하__030001,VV
여요,EF
.,SF
왕__040001,NNG
량__050000,NNG
씨__07,NNB
는,JX
지금__03,MAG
뭐,NP
하__010101,VV
여요,EF
?,SF
라고,JKQ
하__010101,VV
면,EC
",",SP
저__03,NP
는,JX
지금__03,MAG
친구__020001,NNG
와,JC
이야기하__000101,VV
고,EC
있__01,VX
어요,EF
.,SF
라고,JKQ
대답하__000002,VV
여요,EF
.,SF
그럼__01,MAJ
",",SP
왕__040001,NNG
량__050000,NNG
씨__07,NNB
는,JX
친구__020001,NNG
하고,JKB
이야기__000001,NNG
를,JKO
계속__04,MAG
하__010101,VV
여요,EF
.,SF
이런__01,MM
뜻__000002,NNG
이,VCP
에요,EF
.,SF
또,MAG
어떤,MM
일__010003,NNG
을,JKO
반복__010001,NNG
적__18,XSN
으로,JKB
지속하,VV
ㄴ다는,ETM
의미__020002,NNG
도,JX
있__010302,VA
어요,EF
.,SF
어머니__010001,NNG
는,JX
대학__010001,NNG
에서,JKB
역사__040001,NNG
를,JKO
가르치__010101,VV
고,EC
계시,VX
어요,EF
.,SF
이,JKS
말__010003,NNG
은,JX
역사__040001,NNG
를,JKO
가르치__010101,VV
는,ETM
일__010010,NNG
이,JKS
반복되,VV
ㄴ다는,ETM
뜻__000002,NNG
이,VCP
에요,EF
.,SF
계속__04,MAG
그__01,MM
일__010001,NNG
을,JKO
하__010101,VV
고,EC
있__01,VX
어요,EF
.,SF
뜻__000002,NNG
이,VCP
에요,EF
.,SF
동사__090000,NNG
에,JKB
‘,SS
다__03,MAG
’,SS
를,JKO
지우__010001,VV
고,EC
‘,SS
~,SO
고,JKQ
있__010302,VA
다,EF
’,SS
를,JKO
사용하__030001,VV
면,EC
되__010401,VV
어요,EF
.,SF
공부하,VV
다,EF
.,SF
공부하,VV
고,EC
있__01,VX
다,EF
.,SF
먹__020101,VV
다,EF
.,SF
먹__020101,VV
고,EC
있__01,VX
다,EF
.,SF
연습하__030000,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
‘,SS
보기__010000,NNG
’,SS
처럼,JKB
하__010101,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
이__05,MM
사람__000001,NNG
은,JX
지금__03,MAG
뭐,NP
하__010101,VV
여요,EF
?,SF
쇼핑,NNG
을,JKO
하__010101,VV
고,EC
있__01,VX
어요,EF
.,SF
그럼__01,MAJ
",",SP
여러분,NP
이,JKS
연습하__030000,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
1,SN
번__04,NNB
미하일,NNP
씨__07,NNB
가,JKS
하__010101,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
이__05,MM
사람__000001,NNG
은,JX
지금__03,MAG
뭐,NP
하__010101,VV
여요,EF
?,SF
커피__000002,NNG
를,JKO
마시__000001,VV
고,EC
있__01,VX
어요,EF
.,SF
잘하__000102,VV
였,EP
어요,EF
.,SF
아마__01,MAG
친구__020001,NNG
를,JKO
기다리,VV
면서,EC
커피__000002,NNG
를,JKO
마시__000001,VV
고,EC
있__01,VX
어요,EF
.,SF
맞__010101,VV
아요,EF
?,SF
네__03,IC
",",SP
맞__010101,VV
아요,EF
.,SF
2,SN
번__04,NNB
은,JX
로__10,XSN
바르__010200,VV
씨__07,NNB
가,JKS
하__010101,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
한국어,NNP
를,JKO
공부하,VV
고,EC
있__01,VX
어요,EF
.,SF
잘하__000102,VV
였,EP
어요,EF
.,SF
한국어,NNP
를,JKO
공부하,VV
고,EC
있__01,VX
어요,EF
.,SF
음악__010000,NNG
을,JKO
듣__010201,VV
고,EC
있__01,VX
어요,EF
.,SF
컴퓨터,NNG
를,JKO
하__010101,VV
고,EC
있__01,VX
어요,EF
.,SF
다__03,MAG
괜찮__000002,VA
아요,EF
.,SF
3,SN
번__04,NNB
은,JX
미하일,NNP
씨__07,NNB
가,JKS
하__010101,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
이__05,MM
사람__000001,NNG
은,JX
지금__03,MAG
뭐,NP
하__010101,VV
여요,EF
?,SF
한국어,NNP
를,JKO
가르치__010101,VV
고,EC
있__01,VX
어요,EF
.,SF
선생님__000001,NNG
은,JX
지금__03,MAG
뭐,NP
하__010101,VV
여요,EF
?,SF
한국어,NNP
를,JKO
가르치__010101,VV
고,EC
있__01,VX
어요,EF
.,SF
아주__01,MAG
잘하__000103,VV
였,EP
어요,EF
.,SF
좋__010201,VA
아요,EF
.,SF
1,SN
번__04,NNB
그림__010001,NNG
을,JKO
보__010101,VV
세요,EF
.,SF
로__10,XSN
바르__010200,VV
씨__07,NNB
",",SP
안나,NNP
씨__07,NNB
는,JX
지금__03,MAG
뭐,NP
하__010101,VV
여요,EF
?,SF
청소하__030000,VV
고,EC
있__01,VX
어요,EF
.,SF
잘하__000102,VV
였,EP
어요,EF
.,SF
2,SN
번__04,NNB
미하일,NNP
씨__07,NNB
",",SP
지나__000100,VV
아,EC
씨__07,NNB
는,JX
지금__03,MAG
뭐,NP
하__010101,VV
여요,EF
?,SF
텔레비전,NNG
을,JKO
보__010101,VV
고,EC
있__01,VX
어요,EF
.,SF
텔레비전,NNG
을,JKO
보__010101,VV
고,EC
있__01,VX
어요,EF
.,SF
잘하__000102,VV
였,EP
어요,EF
.,SF
3,SN
번__04,NNB
은,JX
로__10,XSN
바르__010200,VV
씨__07,NNB
가,JKS
하__010101,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
민__02,NNP
아,JKV
씨__07,NNB
는,JX
지금__03,MAG
뭐,NP
하__010101,VV
고,EC
있__01,VX
어요,EF
?,SF
공부하,VV
고,EC
있__01,VX
어요,EF
.,SF
좋__010201,VA
아요,EF
.,SF
공부하,VV
고,EC
있__01,VX
어요,EF
.,SF
숙제하,VV
고,EC
있__01,VX
어요,EF
.,SF
다__03,MAG
괜찮__000002,VA
아요,EF
.,SF
잘하__000102,VV
였,EP
어요,EF
.,SF
오늘__000101,NNG
의,JKG
대화__060000,NNG
를,JKO
다시__01,MAG
듣__010102,VV
어,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
안녕하__000002,VA
세요,EF
?,SF
저__03,NP
는,JX
왕__040001,NNG
량__050000,NNG
이,VCP
라고,EC
하__010701,VV
ㅂ니다,EF
.,SF
저__03,NP
는,JX
응우엔,NNP
히엔,NNG
이,VCP
라고,EC
하__010701,VV
여요,EF
.,SF
히엔,NNG
이,VCP
라고,EC
부르__010300,VV
세요,EF
.,SF
히__88,NNG
에,JKB
ㄴ,JX
씨__07,NNB
는,JX
무슨,MM
일__010001,NNG
을,JKO
하__010101,VV
여요,EF
?,SF
저__03,NP
는,JX
한국어,NNP
를,JKO
배우__010001,VV
고,EC
있__01,VX
어요,EF
.,SF
왕__040001,NNG
량__050000,NNG
씨__07,NNB
는,JX
요,JX
?,SF
저__03,NP
는,JX
오전__020002,NNG
에,JKB
는,JX
한국어,NNP
를,JKO
배우__010001,VV
고,EC
있__01,VX
어요,EF
.,SF
오후__020002,NNG
에,JKB
는,JX
회사__040000,NNG
에,JKB
다니__000103,VV
고,EC
있__01,VX
어요,EF
.,SF
아__02,IC
",",SP
그렇__000001,VA
군,EC
요,JX
.,SF
저__03,NP
도,JX
한국__05,NNP
회사__040000,NNG
에,JKB
다니__000103,VV
고,EC
싶,VX
어요,EF
.,SF
무슨,MM
회사__040000,NNG
에,JKB
다니__000103,VV
어요,EF
?,SF
저__03,NP
는,JX
중국__01,NNP
회사__040000,NNG
에,JKB
다니__000103,VV
어요,EF
.,SF
히__88,NNG
에,JKB
ㄴ,JX
씨__07,NNB
를,JKO
만나__000102,VV
아서,EC
반갑,VA
어요,EF
.,SF
저__03,NP
도,JX
만나__000102,VV
아서,EC
반갑,VA
어요,EF
.,SF
여러분,NP
",",SP
이__05,MM
사람__000001,NNG
은,JX
누구,NP
이,VCP
에요,EF
?,SF
네__03,IC
",",SP
왕__040001,NNG
량__050000,NNG
이,VCP
라고,EC
하__010701,VV
여요,EF
.,SF
이__05,MM
사람__000001,NNG
은,JX
누구,NP
이,VCP
에요,EF
?,SF
좋__010201,VA
아요,EF
.,SF
히엔,NNG
이,VCP
라고,EC
하__010701,VV
여요,EF
.,SF
히__88,NNG
에,JKB
ㄴ,JX
씨__07,NNB
는,JX
요즘,NNG
뭐,NP
하__010101,VV
여요,EF
?,SF
한국어,NNP
를,JKO
배우__010001,VV
고,EC
있__01,VX
어요,EF
.,SF
왕__040001,NNG
량__050000,NNG
씨__07,NNB
는,JX
지금__03,MAG
뭐,NP
하__010101,VV
여요,EF
?,SF
네__03,IC
",",SP
오전__020002,NNG
에,JKB
는,JX
한국어,NNP
를,JKO
배우__010001,VV
고,EC
있__01,VX
어요,EF
.,SF
오후__020002,NNG
에,JKB
는,JX
회사__040000,NNG
에,JKB
다니__000103,VV
고,EC
있__01,VX
어요,EF
.,SF
선생님__000001,NNG
은,JX
왕__040001,NNG
량__050000,NNG
씨__07,NNB
가,JKS
힘들__000101,VA
어요,EF
.,SF
생각하__000101,VV
여요,EF
.,SF
한국어,NNP
를,JKO
배우__010001,VV
고,EC
있__01,VX
어요,EF
.,SF
회사__040000,NNG
에,JKB
다니__000103,VV
고,EC
있__01,VX
어요,EF
.,SF
매일,MAG
학교,NNG
",",SP
회사__040000,NNG
에,JKB
다니__000103,VV
고,EC
있__01,VX
어요,EF
.,SF
힘들__000102,VA
ㄹ,ETM
것__01,NNB
같__000400,VA
아요,EF
.,SF
아니,VCN
에요,EF
?,SF
재미있,VA
어요,EF
?,SF
네__03,IC
",",SP
한국어,NNP
를,JKO
배우__010001,VV
고,EC
있__01,VX
어요,EF
.,SF
그래서,MAJ
재미있,VA
어요,EF
.,SF
잘하__000102,VV
였,EP
어요,EF
.,SF
오늘__000101,NNG
배우__010001,VV
ㄴ,ETM
것__01,NNB
을,JKO
확인하__000001,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
‘,SS
감사하__050000,VV
ㅂ니다,EF
’,SS
를,JKO
중국어,NNP
로,JKB
뭐,NP
이,VCP
라고,EC
하__010701,VV
여요,EF
?,SF
네__03,IC
",",SP
‘,SS
씨씨,NNP
에,JKB
’,SS
이라고,JKQ
하__010101,VV
여요,EF
.,SF
아__02,IC
!,SF
받침__000001,NNG
이,JKS
없__010103,VA
어요,EF
.,SF
씨씨에,NNG
이,VCP
라고,EC
하__010701,VV
여요,EF
.,SF
이__05,MM
사람__000001,NNG
들__09,XSN
은,JX
뭐,NP
하__010101,VV
고,EC
있__01,VX
어요,EF
?,SF
친구__020001,NNG
들__09,XSN
하고,JKB
밥__010002,NNG
을,JKO
먹__020101,VV
고,EC
있__01,VX
어요,EF
.,SF
친구__020001,NNG
들__09,XSN
하고,JKB
이야기하__000101,VV
고,EC
있__01,VX
어요,EF
.,SF
오늘__000101,NNG
배우__010001,VV
ㄴ,ETM
표현__000001,NNG
과,JC
문법__010000,NNG
을,JKO
사용하__030001,VV
여,EC
자기__04,NP
소개__020003,NNG
를,JKO
하__010101,VV
여,EC
보__01,VX
세요,EF
.,SF
선생님__000001,NNG
이,JKS
하__010101,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
저__03,NP
는,JX
이수미,NNP
이,VCP
라고,EC
하__010701,VV
ㅂ니다,EF
.,SF
지금__03,MAG
한국어,NNP
를,JKO
가르치__010101,VV
고,EC
있__01,VX
어요,EF
.,SF
모두__01,MAG
알__000101,VV
아요,EF
?,SF
네__03,IC
",",SP
잘하__000103,VV
였,EP
어요,EF
.,SF
감사하__050000,VV
ㅂ니다,EF
.,SF
다음__010002,NNG
시간__040004,NNG
에,JKB
만나__000102,VV
아요,EF
.,SF
