0,1
모음__020000,NNG
은,JX
그__01,MM
이중__030001,NNG
모음__020000,NNG
의,JKG
종류__020001,NNG
가,JKS
하__010101,VV
ㄴ,ETM
세__01,MM
가지__04,NNB
정도__110001,NNG
되__010401,VV
는데,EC
그__01,MM
중__04,NNB
에,JKB
j,SL
로,JKB
표시되__020000,VV
는,ETM
‘,SS
이__05,MM
’,SS
‘,SS
이__05,MM
’,SS
요소__040001,NNG
리__99,NNP
와,JKB
비슷하__020100,VA
ㄴ,ETM
소리__010001,NNG
가,JKS
앞__000001,NNG
에,JKB
가__010101,VV
ㄴ다,EC
하__01,VX
게,EC
오__01,VX
ㄴ다는,ETM
것__01,NNB
이,VCP
죠,EF
.,SF
그래서,MAJ
우리__03,NP
가,JKS
이중__030001,NNG
모음__020000,NNG
하나,NR
발음하__010000,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
‘,SS
여__070001,NNG
’,SS
그러면,MAJ
여러분,NP
한__01,MM
번__04,NNB
느끼__020002,VV
어,EC
보__01,VX
세요,EC
원어민,NNG
선생님__000001,NNG
도,JX
느끼__020002,VV
어,EC
보__01,VX
세요,EF
.,SF
입__000001,NNG
모양__020001,NNG
이,JKS
바뀌__000301,VV
잖아요,EF
.,SF
‘,SS
여__070001,NNG
’,SS
처음,NNG
에,JKB
있__010302,VA
던,ETM
입__000001,NNG
모양__020001,NNG
에서,JKB
나중__010001,NNG
에,JKB
있__010302,VA
던,ETM
입__000001,NNG
모양__020001,NNG
이,JKS
바뀌__000301,VV
잖아요,EF
.,SF
처음,NNG
소리__010001,NNG
가,JKS
그것,NP
이,JKS
바로__02,MAG
이__05,MM
‘,SS
j,SL
’,SS
이,VCP
라는,ETM
소리__010002,NNG
이,VCP
ㄴ데,EC
요거__01,NP
는,JX
모음__020000,NNG
‘,SS
이__05,MM
’,SS
와,JC
비슷하__020100,VA
ㄴ데,EC
이__05,NP
와,JKB
는,JX
완전히,MAG
일치하,VV
지,EC
는,JX
않,VX
아요,EF
.,SF
‘,SS
이__05,MM
’,SS
이,VCP
라는,ETM
성격__020001,NNG
을,JKO
반__070002,NNG
만,JX
가지__000101,VV
고,EC
있__01,VX
는,ETM
것__01,NNB
이,VCP
에요,EF
.,SF
그래서,MAJ
‘,SS
여__070001,NNG
’,SS
‘,SS
여__070001,NNG
’,SS
이,VCP
죠,EF
.,SF
사실__040001,NNG
은,JX
우리__03,NP
가,JKS
어떻,VA
게,EC
가르치__010101,VV
어요,EC
이__030001,NNG
하__010101,VV
고,EC
어__08,XSN
를,JKO
연속하__020001,VV
여서,EC
발음하__010000,VV
면,EC
‘,SS
여__070001,NNG
’,SS
가,JKC
되__010401,VV
ㄴ다,EF
.,SF
사실__040001,NNG
은,JX
그렇__000001,VA
게,EC
가르치__010101,VV
면,EC
안되__010001,VV
어,EC
는,ETM
것__01,NNB
이,VCP
에요,EF
.,SF
모음__020000,NNG
을,JKO
두__01,MM
개__10,NNB
발음__010000,NNG
하__010101,VV
ㄴ,ETM
것__01,NNB
이,VCP
고,EC
이거__01,NP
는,JX
사실__04,MAG
그런__01,MM
것__01,NNB
이,JKC
아니,VCN
라,EC
이__05,NP
를,JKO
짧__000001,VA
게,EC
하__010101,VV
여야,EC
되__010401,VV
는,ETM
것__01,NNB
이,VCP
에요,EF
.,SF
‘,SS
이__05,MM
’,SS
의,JKG
입__000001,NNG
모양__020005,NNG
을,JKO
가지__000101,VV
고,EC
그__01,MM
입__000001,NNG
모양__020001,NNG
에서,JKB
‘,SS
어__02,IC
’,SS
를,JKO
발음하__010000,VV
면,EC
‘,SS
여__070001,NNG
’,SS
가,JKS
발음__010000,NNG
나__010403,VV
는,ETM
것__01,NNB
이,VCP
에요,EF
.,SF
그럼__01,MAJ
입__000001,NNG
모양__020001,NNG
이,JKS
바뀌__000301,VV
겠,EP
죠,EF
.,SF
이__05,NP
에서,JKB
억지로,MAG
어__08,XSN
를,JKO
발음하__010000,VV
여,EC
보__01,VX
세요,EF
.,SF
이__05,NP
에서,JKB
여하,VA
면,EC
여__26,XPN
발음__010000,NNG
이,JKS
나__010203,VV
는,ETM
것__01,NNB
이,VCP
에요,EF
.,SF
그런__01,MM
소리__010001,NNG
를,JKO
우리__03,NP
가,JKS
이중__030001,NNG
모음__020000,NNG
이,VCP
라고,EC
이야기__000001,NNG
를,JKO
하__010101,VV
는,ETM
것__01,NNB
이,VCP
ㅂ니다,EF
.,SF
그래서,MAJ
이중__030001,NNG
모음__020000,NNG
배울거는,NNG
요,JX
.,SF
-,SO
유__89,NNG
-,SO
요,JX
-,SO
어,EC
-,SO
야__090001,NNG
그__01,MM
다음__010004,NNG
에,JKB
발음__010000,NNG
어렵__000101,VA
죠,EF
?,SF
입__000001,NNG
을,JKO
조그맣__000001,VA
게,EC
벌리__010101,VV
죠,EC
-,SO
예__06,IC
-,SO
얘__02,IC
이렇,VA
게,EC
여섯,NR
가지__04,NNB
를,JKO
공부하,VV
게,EC
되__010401,VV
는데,EC
고민하,VV
지,EC
말__03,VX
세요,EC
두__01,MM
번째,NNB
칸__010001,NNG
에,JKB
있__010302,VA
는,ETM
-,SO
예__06,IC
와,JC
-,SO
얘__03,NP
는,JX
한국__05,NNP
사람__000001,NNG
도,JX
구별__020000,NNG
을,JKO
못하__000100,VV
여요,EC
여전히,MAG
.,SF
아까,MAG
얘기하__000200,VV
였,EP
던,ETM
-,SO
에와,NNP
-,SO
애__020000,NNG
가,JKS
이렇,VA
게,EC
이중__030001,NNG
모음__020000,NNG
화__16,XSN
되__010401,VV
어서,EC
만들__000101,VV
어,EC
지__04,VX
ㄴ,ETM
것__01,NNB
이,VCP
니까,EC
그렇__000001,VA
게,EC
생각하__000200,VV
면,EC
되__010401,VV
겠,EP
습니다,EF
.,SF
우선__02,MAG
-,SO
야,EC
부터,JX
공부__010000,NNG
를,JKO
하__010101,VV
도록,EC
하__01,VX
겠,EP
습니다,EF
.,SF
발음__010000,NNG
한번__000101,NNG
하__010101,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
제__01,NP
가,JKS
?,SF
-,SO
야__090001,NNG
입__000001,NNG
모양__020001,NNG
이,JKS
바뀌__000301,VV
어요,EC
잘__02,MAG
보__010101,VV
세요,EC
저__03,NP
를,JKO
.,SF
-,SO
야__090001,NNG
-,SO
야__090001,NNG
이렇,VA
게,EC
발음__010000,NNG
하__010101,VV
는,ETM
것__01,NNB
이,VCP
죠,EF
.,SF
자__04,IC
-,SO
야__090001,NNG
는,JX
그래서,MAJ
이중__030001,NNG
모음__020000,NNG
이기__060001,NNG
때문,NNB
에,JKB
발음__010000,NNG
기호__010000,NNG
상__26,XSN
의,JKG
앞__000001,NNG
에,JKB
j,SL
자__18,NNB
가,JKS
있__010302,VA
고,EC
그__01,MM
뒤__010002,NNG
에,JKB
필기체,NNG
a,SL
가,JKS
있__010302,VA
습니다,EF
.,SF
a,SL
가,JKS
이렇,VA
게,EC
되__010401,VV
어,EC
있__01,VX
고요,EF
.,SF
당연히__01,MAG
-,SO
아,EC
와,JKB
관계__050001,NNG
가,JKS
있__010302,VA
기,ETN
때문,NNB
에,JKB
입__000001,NNG
이,JKS
많이,MAG
벌어지__010101,VV
죠,EC
그렇__000001,VA
지요,EF
?,SF
-,SO
야__090001,NNG
결국__000001,NNG
은,JX
맨__01,MM
마지막,NNG
의,JKG
입__000001,NNG
이,JKS
모양__020001,NNG
과,JC
혀__010001,NNG
의,JKG
위치__010001,NNG
는,JX
-,SO
아__040000,NNG
와,JC
똑같__000001,VA
은,ETM
것__01,NNB
이,VCP
에요,EF
.,SF
-,SO
야__090001,NNG
-,SO
아,EC
-,SO
야__090001,NNG
그렇__000001,VA
지요,EF
?,SF
이중__030001,NNG
모음__020000,NNG
이__04,NNB
이,VCP
에요,EF
.,SF
-,SO
야__090001,NNG
그러니까,MAJ
-,SO
아__12,NNG
를,JKO
생각__010006,NNG
하__010101,VV
시,EP
면,EC
되__010401,VV
어요,EF
.,SF
-,SO
아__040000,NNG
와,JKB
같이,MAG
입__000001,NNG
이,JKS
그__01,MM
정도__110001,NNG
가,JKS
벌어지__020000,VV
고,EC
그__01,MM
다음__010004,NNG
에,JKB
혀__010001,NNG
의,JKG
위치__010001,NNG
도,JX
밑__010001,NNG
으로,JKB
쫙,MAG
깔리__010101,VV
는,ETM
것__01,NNB
이,VCP
죠,EF
.,SF
입__000001,NNG
이,JKS
크__010003,VA
게,EC
벌__020001,VV
어,EC
지__030001,VV
니까,EC
-,SO
야__090001,NNG
-,SO
야__090001,NNG
.,SF
이렇,VA
게,EC
발음하__010000,VV
면,EC
안되__010001,VV
어요,EC
어떤,MM
사람__000001,NNG
은,JX
가르치__010101,VV
어,EC
주__01,VX
면,EC
-,SO
이,VCP
야,EC
-,SO
이,VCP
야,EC
-,SO
이__29,XSN
하__010101,VV
고,EC
-,SO
아__12,NNG
를,JKO
빨리,MAG
발음하__010000,VV
면,EC
-,SO
이야,JX
이것,NP
이,JKC
아니,VCN
라,EC
한__01,MM
번__04,NNB
에,JKB
내__020207,VV
어야,EC
되__010401,VV
어요,EC
-,SO
야__090002,NNG
알__000101,VV
겠,EP
죠,EF
?,SF
-,SO
이__04,NNB
야,JX
아니,VCN
라,EC
-,SO
야__090001,NNG
.,SF
-,SO
이,VCP
야,EC
는,ETM
모음__020000,NNG
을,JKO
두__01,MM
개__10,NNB
발음하__010000,VV
ㄴ,ETM
것__01,NNB
이중__030001,NNG
모음__020000,NNG
이,JKC
아니,VCN
에요,EF
.,SF
-,SO
야__090001,NNG
.,SF
우리__03,NP
원어민,NNG
선생님__000001,NNG
들__09,XSN
이,JKS
제대로,MAG
발음하__010000,VV
는가,EC
한번__000102,NNG
체크하,VV
여,EC
보__01,VX
도록,EC
하__01,VX
겠,EP
습니다,EF
.,SF
주은,NNP
선생님__000001,NNG
.,SF
잘__02,MAG
하__010101,VV
시,EP
었,EP
어요,EF
.,SF
자__04,IC
우리__03,NP
창익,NNP
선생님__000001,NNG
.,SF
예__04,MM
잘__02,MAG
하__010101,VV
시,EP
었,EP
어요,EF
.,SF
그렇__000001,VA
죠,EC
입__000001,NNG
모양__020001,NNG
이,JKS
바뀌__000301,VV
ㄴ다는,ETM
것__01,NNB
을,JKO
느끼__020002,VV
어야,EC
되__010401,VV
어요,EF
.,SF
입__000001,NNG
모양__020001,NNG
-,SO
아__040000,NNG
와,JC
마지막,NNG
입__000001,NNG
모양__020001,NNG
-,SO
아__040000,NNG
의,JKG
입__000001,NNG
모양__020005,NNG
이,JKC
되__010401,VV
지만,EC
처음,NNG
시작하__010001,VV
였,EP
을,ETM
때__010001,NNG
의,JKG
입__000001,NNG
모양__020001,NNG
은,JX
-,SO
아__040000,NNG
의,JKG
입__000001,NNG
모양__020001,NNG
이,JKC
아니,VCN
라는,ETM
것__01,NNB
이,VCP
죠,EF
.,SF
-,SO
야__090001,NNG
-,SO
야__090001,NNG
.,SF
자__140001,NNG
쓰__010102,VV
는,ETM
거__01,NNB
는,JX
이렇,VA
게,EC
하__010101,VV
고,EC
일__010001,NNG
획__020001,NNG
을,JKO
하__010101,VV
고,EC
양쪽,NNG
에,JKB
한__01,MM
번__04,NNB
두__01,MM
번__04,NNB
한번__000101,NNG
내__020203,VV
려,EC
긋__010101,VV
고,EC
한__01,MM
번__04,NNB
두__01,MM
번__04,NNB
이렇,VA
게,EC
쓰__010101,VV
시,EP
면,EC
되__010401,VV
겠,EP
습니다,EF
.,SF
자__03,NNB
두__01,MM
번째,NNB
는,JX
-,SO
여__27,XSN
이,VCP
ㅂ니다,EC
-,SO
어,EC
-,SO
어,EC
-,SO
어,EC
-,SO
여치,NNG
하__010101,VV
ㄹ,ETM
때__010001,NNG
-,SO
여름__010000,NNG
하__010101,VV
ㄹ,ETM
때__010001,NNG
쓰__030101,VV
는,ETM
-,SO
여__27,XSN
이,VCP
ㅂ니다,EF
.,SF
자__04,IC
이것,NP
도,JX
이제__01,MAG
당연히__01,MAG
앞__000001,NNG
의,JKG
이야기하__000101,VV
였,EP
던,ETM
-,SO
이,JKS
비슷하__020100,VA
ㄴ,ETM
그러하__000001,VA
ㄴ,ETM
반모음,NNG
이,JKS
오__010101,VV
는,ETM
것__01,NNB
이,VCP
고,EC
그__01,MM
다음__010004,NNG
에,JKB
우리__03,NP
가,JKS
v,SL
자__140001,NNG
거꾸로,MAG
쓰__010102,VV
ㄴ,ETM
삿갓__010001,NNG
발음__010000,NNG
이,VCP
라고,EC
하__010701,VV
는데,EC
-,SO
어__08,XSN
를,JKO
발음하__010000,VV
는,ETM
것__01,NNB
이,VCP
죠,EF
.,SF
그래서,MAJ
입__000001,NNG
모양__020001,NNG
은,JX
-,SO
이__030001,NNG
이,VCP
ㄴ데,EC
입__000001,NNG
모양__020001,NNG
-,SO
이__05,NP
에서,JKB
-,SO
어__08,XSN
를,JKO
발음하__010000,VV
면,EC
무슨,MM
소리__010001,NNG
가,JKS
나__010403,VV
냐면,EC
-,SO
여__27,XSN
이,VCP
라고,EC
이,VCP
라고,EC
소리__010001,NNG
나__010403,VV
는,ETM
것__01,NNB
이,VCP
ㅂ니다,EC
-,SO
어,EC
-,SO
어,EC
입__000001,NNG
모양__020001,NNG
이,JKS
바뀌__000301,VV
ㅂ니다,EC
여기__01,NP
한__01,MM
번__04,NNB
약간,MAG
입술__000001,NNG
에다가,JKB
손__010001,NNG
을,JKO
한번__000102,NNG
대__010304,VV
어,EC
보__01,VX
세요,EF
.,SF
바뀌__000301,VV
ㄴ,ETM
것__01,NNB
ㄹ,JKO
느끼__020002,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
어요,EF
.,SF
-,SO
어,EC
바뀌__000101,VV
잖아요,EF
.,SF
처음,NNG
보다,JKB
탁__01,MAG
중간__010004,NNG
에,JKB
가__010101,VV
았,EP
다가,EC
벌어지__020000,VV
잖아요,EF
.,SF
이거__01,NP
는,JX
-,SO
어,EC
소리__010001,NNG
와,JKB
굉장히,MAG
유사하__030000,VA
ㄴ,ETM
-,SO
어,EC
소리__010001,NNG
를,JKO
중심__010002,NNG
으로,JKB
하__010301,VV
ㄴ,ETM
이중__030001,NNG
모음__020000,NNG
이,VCP
라고,EC
하__010101,VV
ㄹ,ETM
수__02,NNB
가,JKS
있__010305,VA
는,ETM
것__01,NNB
이,VCP
죠,EF
.,SF
입__000001,NNG
모양__020001,NNG
은,JX
-,SO
야,EC
만큼,JX
은,JX
안__02,MAG
벌__020001,VV
어,EC
주__01,VX
지만,EC
상당히,MAG
벌어지__010101,VV
죠,EC
상당히,MAG
벌어지__020000,VV
ㄴ다고,EC
하__010101,VV
ㄹ,ETM
수__02,NNB
가,JKS
있__010305,VA
겠,EP
습니다,EF
.,SF
자__04,IC
그래서,MAJ
그것,NP
을,JKO
잘__02,MAG
염두__010002,NNG
하__010101,VV
여,EC
두__010102,VV
고,EC
우리__03,NP
주은,NNP
선생님__000001,NNG
발음하__010000,VV
여,EC
보__01,VX
ㄹ까,EC
요,JX
?,SF
예__080001,NNG
아주__01,MAG
좋__010101,VA
았,EP
습니다,EF
.,SF
아주__01,MAG
명확하,VA
게,EC
발음__010000,NNG
을,JKO
잘__02,MAG
하__010101,VV
였,EP
어요,EF
.,SF
자__04,IC
창익,NNP
선생님__000001,NNG
.,SF
예__080001,NNG
발음__010000,NNG
잘__02,MAG
하__010101,VV
시,EP
었,EP
습니다,EF
.,SF
아주__01,MAG
좋__010101,VA
았,EP
습니다,EF
.,SF
자__04,IC
그런__01,MM
소리__010001,NNG
고요__010001,NNG
.,SF
쓰__010102,VV
는,ETM
순서__000002,NNG
는,JX
하나,NR
둘__01,NR
셋,NR
",",SP
하나,NR
둘__01,NR
셋,NR
",",SP
이런__01,MM
순서__000001,NNG
로,JKB
쓰__030101,VV
면,EC
되__010401,VV
겠,EP
습니다,EF
.,SF
자__140001,NNG
다음__010004,NNG
에,JKB
는,JX
-,SO
요,EC
이,VCP
ㅂ니다,EC
-,SO
요,JX
-,SO
요,JX
-,SO
요,JX
-,SO
요,EC
죠,EC
-,SO
요,JX
-,SO
이하__020001,NNG
고,JKQ
-,SO
이하__020001,NNG
고,JKQ
비슷하__020100,VA
ㄴ,ETM
소리__010001,NNG
반모음,NNG
과,JC
-,SO
오__07,NNP
가,JKS
결합하,VV
여서,EC
만들__000101,VV
어,EC
지__04,VX
ㄴ,ETM
소리__010001,NNG
이,VCP
ㅂ니다,EF
.,SF
-,SO
요,JX
-,SO
요리하__020002,VV
ㄹ,ETM
때__010001,NNG
쓰__030101,VV
는,ETM
것__01,NNB
이,VCP
죠,EF
.,SF
-,SO
요,JX
-,SO
요,JX
-,SO
요구르트,NNG
하__010101,VV
ㄹ,ETM
때__010001,NNG
도,JX
쓰__030101,VV
고요,EC
-,SO
요,JX
.,SF
자__04,IC
-,SO
요,EC
이,VCP
ㅂ니다,EC
그래서,MAJ
발음__010000,NNG
기호__010000,NNG
는,JX
j,SL
에다가,JKB
o,SL
가,JKS
붙__000101,VV
어서,EC
-,SO
요가__020000,NNG
되__010401,VV
는,ETM
것__01,NNB
이,VCP
ㄴ데,EC
결국__000001,NNG
입__000001,NNG
모양__020001,NNG
과,JC
혀__010001,NNG
의,JKG
위치__010001,NNG
는,JX
무엇,NP
이,VCP
ㅂ니까,EF
?,SF
-,SO
오__07,NNP
와,JKB
똑__03,MAG
같__000202,VA
은,ETM
것__01,NNB
이,VCP
죠,EF
.,SF
-,SO
오__07,NNP
와,JC
그렇__000001,VA
지요,EF
?,SF
-,SO
오__07,NNP
가,JKS
아주__01,MAG
원순성,NNG
이,JKS
엄청,MAG
높__000001,VA
은,ETM
정말__01,MAG
입술__000001,NNG
이,JKS
동그랗,VA
게,EC
되__010401,VV
고,EC
공간__050001,NNG
도,JX
좁__010001,VA
고,EC
혀__010001,NNG
의,JKG
위치__010001,NNG
도,JX
굉장히,MAG
높__000006,VA
은,ETM
위치__010002,NNG
에,JKB
있__010302,VA
는,ETM
것__01,NNB
이,VCP
죠,EF
.,SF
그래서,MAJ
-,SO
요,JX
.,SF
한번__000101,NNG
하__010101,VV
여,EC
보__01,VX
세요,EF
.,SF
-,SO
요,JX
자__140001,NNG
-,SO
오르__000100,VV
ㄹ,ETM
발음하__010000,VV
ㄴ다고,EC
치__100102,VV
는데,EC
처음,NNG
에,JKB
뭐,NP
에서,JKB
시작하__010001,VV
ㄴ다고,EC
요,JX
?,SF
-,SO
이,VCP
라는,ETM
입__000001,NNG
모양__020001,NNG
에서,JKB
억지로,MAG
-,SO
오르__000100,VV
ㄹ,ETM
발음하__010000,VV
여,EC
보__01,VX
면,EC
그때,NNG
-,SO
요__010000,NNG
이,VCP
라는,ETM
발음__010000,NNG
이,JKS
나__010303,VV
ㅂ니다,EF
.,SF
입__000001,NNG
모양__020001,NNG
은,JX
-,SO
이,VCP
죠,EC
-,SO
이__05,NP
에서,JKB
-,SO
오르__000100,VV
ㄹ,ETM
발음__010000,NNG
하,XSV
ㅂ니다,EF
.,SF
-,SO
요,JX
이렇,VA
게,EC
발음__010000,NNG
이,JKS
나__010203,VV
게,EC
되__010401,VV
는,ETM
것__01,NNB
이,VCP
ㅂ니다,EF
.,SF
자__04,IC
우리__03,NP
원어민,NNG
선생님__000001,NNG
들__09,XSN
발음__010000,NNG
한번__000101,NNG
하__010101,VV
여,EC
보__01,VX
도록,EC
하__01,VX
죠,EF
.,SF
주은,NNP
선생님__000001,NNG
.,SF
예__080001,NNG
아주__01,MAG
좋__010201,VA
습니다,EF
.,SF
아주__01,MAG
명확하,VA
여요,EF
.,SF
창익,NNP
선생님__000001,NNG
.,SF
예__080001,NNG
좋__010201,VA
았,EP
습니다,EF
.,SF
호흡__000001,NNG
조절__020001,NNG
을,JKO
잘__02,MAG
하__010101,VV
세요,EF
.,SF
숨__010001,NNG
을,JKO
쉬__040001,VV
고,EC
발음__010000,NNG
하__010101,VV
시,EP
어야,EC
발음__010000,NNG
이,JKS
명확하,VA
게,EC
나오__000101,VV
ㅂ니다,EF
.,SF
-,SO
요가__020000,NNG
되__010401,VV
겠,EP
습니다,EF
.,SF
쓰__030101,VV
는,ETM
방법__000001,NNG
하나,NR
둘__01,NR
셋,NR
",",SP
하나,NR
둘__01,NR
셋,NR
",",SP
하나,NR
둘__01,NR
셋,NR
이런__01,MM
순__030001,NNG
으로,JKB
쓰__030101,VV
면,EC
되__010401,VV
겠,EP
습니다,EF
.,SF
자__140001,NNG
다음__010004,NNG
은,JX
-,SO
유__89,NNG
가,JKC
되__010401,VV
겠,EP
습니다,EC
-,SO
우유__020000,NNG
하__010101,VV
ㄹ,ETM
때__010001,NNG
-,SO
유__89,NNG
-,SO
유__89,NNG
.,SF
-,SO
이,JKS
비슷하__020100,VA
ㄴ,ETM
반__070001,NNG
자음__010000,NNG
이,JKS
있__010302,VA
고,EC
반모음,NNG
이,JKS
있__010302,VA
고,EC
거기__01,NP
에다가,JKB
-,SO
우__18,XSV
발음__010000,NNG
을,JKO
하__010101,VV
면,EC
되__010401,VV
죠,EF
.,SF
그러니까,MAJ
여러분,NP
예상하__000001,VV
ㄹ,ETM
수__02,NNB
있__010305,VA
죠,EC
당연히__01,MAG
입술__000001,NNG
모양__020001,NNG
은,JX
동그래지,VV
겠,EP
죠,EF
.,SF
당연히__01,MAG
동그래지,VV
겠,EP
죠,EF
.,SF
자__04,IC
-,SO
유__05,NNP
이,VCP
ㅂ니다,EF
.,SF
-,SO
유__89,NNG
-,SO
유__89,NNG
그래서,MAJ
발음__010000,NNG
기호__010000,NNG
는,JX
j,SL
자__140001,NNG
에다,JKB
-,SO
우__18,XSV
그래서,MAJ
-,SO
유__89,NNG
그렇__000001,VA
지요,EF
?,SF
-,SO
우__18,XSV
발음하__010000,VV
ㄹ,ETM
때__010001,NNG
입__000001,NNG
모양__020005,NNG
과,JC
똑같__000001,VA
아,EC
지__04,VX
는,ETM
것__01,NNB
이,VCP
죠,EF
.,SF
우리__03,NP
가,JKS
다__03,MAG
배우__010001,VV
었,EP
죠,EC
-,SO
우__18,XSV
모양__020001,NNG
을,JKO
어떻,VA
게,EC
발음하__010000,VV
는지,EF
.,SF
-,SO
우__050002,NNG
에서,JKB
똑__03,MAG
같__000202,VA
은,ETM
위치__010001,NNG
로,JKB
-,SO
이,JKS
모양__020005,NNG
에서,JKB
-,SO
