0,1
가,JKS
있__010305,VA
는,ETM
것__01,NNB
이,VCP
죠,EF
.,SF
그런__01,MM
다음__010004,NNG
에,JKB
이제__01,MAG
한__01,MM
가지__04,NNB
를,JKO
더__01,MAG
이야기하__000101,VV
자면,EC
경음__010000,NNG
은,JX
우리__03,NP
가,JKS
이제__01,MAG
일종__030002,NNG
의,JKG
파열음,NNG
이,VCP
기,ETN
때문,NNB
에,JKB
입__000001,NNG
안__010001,NNG
에서,JKB
공기__060001,NNG
가,JKS
나오__000101,VV
아야,EC
되__010401,VV
는데,EC
여기__01,NP
서,JKB
는,JX
공기__060001,NNG
가,JKS
거의__01,MAG
나오__000101,VV
지,EC
를,JX
않,VX
죠,EF
.,SF
그러니까,MAJ
공기__060001,NNG
기__210001,NNG
aspiration,SL
이라고,JKQ
제__01,NP
가,JKS
설명,NNG
드리__010002,VV
었었,EP
는데,EC
기__140000,NNG
가,JKS
전혀__01,MAG
없__010103,VA
는,ETM
전혀__01,MAG
없__010106,VA
는,ETM
그런__01,MM
소리__010001,NNG
이,VCP
라고,EC
하__010101,VV
ㄹ,ETM
수__02,NNB
가,JKS
있__010305,VA
겠,EP
습니다,EF
.,SF
다시__01,MAG
한__01,MM
번__04,NNB
발음하__010000,VV
여,EC
보__010101,VV
고,EC
다음__010004,NNG
으로,JKB
넘__010100,VV
어,EC
가__010101,VV
도록,EC
하__01,VX
겠,EP
습니다,EF
.,SF
-,SO
쁘,NNG
-,SO
뜨,NNG
-,SO
쯔,MAG
-,SO
끄,NNG
-,SO
쓰__010000,NNG
이렇,VA
게,EC
되__010401,VV
겠,EP
습니다,EF
.,SF
자__04,IC
우선__02,MAG
먼저,MAG
-,SO
쁘,NNG
에,JKB
대하__020003,VV
여서,EC
자세히,MAG
살펴보__000001,VV
도록,EC
하__01,VX
겠,EP
습니다,EF
.,SF
자__04,IC
제__01,NP
가,JKS
발음__010000,NNG
한번__000101,NNG
하__010101,VV
겠,EP
습니다,EF
.,SF
-,SO
쁘,NNG
-,SO
쁘,NNG
입__000001,NNG
모양__020005,NNG
보__010101,VV
시,EP
ㅂ시요,EF
.,SF
파열,NNG
이,JKC
되__010401,VV
죠,EF
.,SF
파열되,VV
는,ETM
것__01,NNB
에,JKB
여러분,NP
들__09,XSN
이,JKS
주의__070002,NNG
를,JKO
하__010101,VV
시,EP
면,EC
되__010401,VV
겠,EP
습니다,EF
.,SF
자__04,IC
우선__02,MAG
좀__02,MAG
더__01,MAG
자세히,MAG
살펴보__000003,VV
도록,EC
하__01,VX
겠,EP
습니다,EF
.,SF
입__000001,NNG
모양__020001,NNG
은,JX
-,SO
쁘,NNG
-,SO
쁘,NNG
어떻,VA
게,EC
되__010401,VV
ㅂ니까,EF
?,SF
입__000001,NNG
이,JKS
이렇,VA
게,EC
평순__010000,NNG
이,VCP
죠,EC
입__000001,NNG
이,JKS
그러니까,MAJ
-,SO
쁘,NNG
평평하__000001,VA
게,EC
되__010401,VV
어서,EC
-,SO
쁘,NNG
이렇,VA
게,EC
되__010401,VV
는데,EC
발음__010000,NNG
기호__010000,NNG
로,JKB
는,JX
영어__02,NNP
의,JKG
p,SL
자__140001,NNG
에다가,JKB
위__010001,NNG
에다,JKB
이렇,VA
게,EC
쉼표__000001,NNG
를,JKO
찍__020202,VV
게,EC
되__010401,VV
ㅂ니다,EF
.,SF
그러면,MAJ
이제__01,MAG
우리__03,NP
가,JKS
그냥,MAG
p,SL
자__140001,NNG
를,JKO
쓰__010101,VV
면,EC
p,SL
자__18,NNB
는,JX
-,SO
프,NNP
혹은,MAG
-,SO
브,NNG
이,VCP
죠,EF
.,SF
그것,NP
이,JKC
아니,VCN
라,EC
이것,NP
이,JKS
좀__02,MAG
더__01,MAG
성대__080000,NNG
에,JKB
긴장__000001,NNG
을,JKO
주__010101,VV
라는,ETM
의미__020001,NNG
에서,JKB
p,SL
에다가,JKB
세__030101,VA
게,EC
발음__010000,NNG
기호__010000,NNG
로,JKB
치__020001,VV
면은,EC
이렇,VA
게,EC
쉼표__000001,NNG
를,JKO
찍__020202,VV
게,EC
되__010401,VV
는,ETM
것__01,NNB
이,VCP
ㅂ니다,EF
.,SF
여러분,NP
이,JKS
이__05,MM
발음__010000,NNG
은,JX
우리__03,NP
가,JKS
이제__01,MAG
무슨,MM
말__010003,NNG
이,VCP
냐면,EC
양순음,NNG
이,VCP
라고,EC
그러__000001,VV
죠,EC
양순음,NNG
.,SF
중요하__020000,VA
ㄴ,ETM
거__01,NNB
는,JX
양__07,MM
입술__000001,NNG
을,JKO
입술__000001,NNG
에서,JKB
입술__000001,NNG
에서,JKB
나__010403,VV
는,ETM
소리__010001,NNG
이,VCP
ㅂ니다,EF
.,SF
입술__000001,NNG
에서,JKB
나__010403,VV
는,ETM
소리__010001,NNG
는,JX
뭐,NP
이,VCP
냐면,EC
입술__000001,NNG
을,JKO
통하__000702,VV
여서,EC
이거__01,NP
를,JKO
갖__010200,VV
다가,EC
공기__060001,NNG
를,JKO
막__010101,VV
았,EP
다가,EC
터트리,VV
면서,EC
터트리,VV
면서,EC
내__020303,VV
는,ETM
그런__01,MM
소리__010001,NNG
가,JKC
되__010401,VV
니까,EC
발음기관__000001,NNG
으로,JKB
이야기하__000101,VV
면,EC
양순음,NNG
양쪽,NNG
입술__000001,NNG
을,JKO
사용하__030001,VV
는,ETM
음__040001,NNG
이렇,VA
게,EC
되__010401,VV
지만,EC
발음하__010000,VV
는,ETM
방법__000001,NNG
에,JKB
입각하__020000,VV
면,EC
터트리,VV
는,ETM
소리__010001,NNG
이,VCP
니까,EC
우리__03,NP
가,JKS
뭐,NP
이,VCP
라고,EC
그러__000001,VV
었,EP
죠,EF
?,SF
여러분,NP
기억__020001,NNG
나__010503,VV
세요,EF
?,SF
파열음,NNG
이,VCP
라고,EC
이야기하__000101,VV
ㄹ,ETM
수__02,NNB
가,JKS
있__010305,VA
는,ETM
것__01,NNB
이,VCP
ㅂ니다,EF
.,SF
알__000101,VV
시,EP
겠,EP
죠,EF
?,SF
그러니까,MAJ
두__01,MM
가지__04,NNB
점__100005,NNG
을,JKO
여러분,NP
생각__010006,NNG
하__010101,VV
세요,EF
.,SF
양순음,NNG
이,VCP
다,EF
.,SF
그__01,MM
다음__010004,NNG
에,JKB
파열음,NNG
이,VCP
다,EF
.,SF
그__01,MM
다음__010004,NNG
에,JKB
그거,NP
보다,JKB
더__01,MAG
중요하__020000,VA
ㄴ,ETM
거__01,NNB
는,JX
-,SO
브,NNG
와,JC
-,SO
쁘,NNG
와,JC
-,SO
프,NNP
의,JKG
차__060001,NNG
이,VCP
죠,EF
.,SF
그러니까,MAJ
이것,NP
ㄴ,JX
뭐,NP
이,VCP
에요,EF
?,SF
-,SO
브,NNG
와,JC
-,SO
프에,NNP
비하__000002,VV
여서,EC
는,JX
여기__01,NP
성대__080000,NNG
에,JKB
긴장__000001,NNG
이,JKS
굉장히,MAG
있__010302,VA
는,ETM
소리__010001,NNG
이,VCP
고,EC
한__01,MM
번__04,NNB
발음하__010000,VV
면서,EC
여기__01,NP
손__010001,NNG
을,JKO
한번__000101,NNG
대보,VV
면,EC
알__000101,VV
ㄹ,ETM
수__02,NNB
가,JKS
있__010305,VA
겠,EP
습니다,EF
.,SF
그리고,MAJ
또,MAG
뭐,NP
이,VCP
냐면,EC
공기__060001,NNG
는,JX
거의__01,MAG
공기__060001,NNG
가,JKS
나오__000101,VV
는,ETM
양__200001,NNG
이,JKS
제일__040100,NNG
적__020000,VA
은,ETM
소리__010002,NNG
이,VCP
다,EF
.,SF
알__000101,VV
시,EP
겠,EP
죠,EF
?,SF
그런__01,MM
점__100005,NNG
을,JKO
여러분,NP
이,JKS
염두__010002,NNG
하__010101,VV
여,EC
두__010500,VV
시,EP
어야,EC
되__010401,VV
ㅂ니다,EF
.,SF
자__04,IC
그러면,MAJ
우리__03,NP
원어민,NNG
의,JKG
발음__010000,NNG
을,JKO
듣__010201,VV
어,EC
보__01,VX
도록,EC
하__01,VX
겠,EP
습니다,EF
.,SF
자__04,IC
우선__02,MAG
혜,NNG
준__07,XPN
씨__010001,NNG
한__01,MM
번__04,NNB
발음하__010000,VV
여,EC
주__01,VX
ㄹ까,EC
요,JX
?,SF
창익,NNP
씨__07,NNB
예__06,IC
원어민,NNG
들__09,XSN
이,JKS
발음하__010000,VV
ㄹ,ETM
때__010001,NNG
여러분,NP
들__09,XSN
이,JKS
입술__000001,NNG
의,JKG
모양__020001,NNG
입술__000001,NNG
의,JKG
모양__020001,NNG
입술__000001,NNG
의,JKG
모양__020001,NNG
을,JKO
잘__02,MAG
주목하__000001,VV
여서,EC
보__010101,VV
면,EC
되__010401,VV
겠,EP
습니다,EF
.,SF
자__04,IC
-,SO
쁘,NNG
를,JKO
이제__01,MAG
쓰__030101,VV
는,ETM
방법__000001,NNG
은,JX
요,JX
-,SO
브,NNG
가,JKS
두__01,MM
번__04,NNB
있__010302,VA
는,ETM
것__01,NNB
이,VCP
죠,EF
.,SF
쌍비읍,NNG
이,VCP
라고,EC
우리__03,NP
가,JKS
이야기__000001,NNG
하__010101,VV
는데,EC
자__140001,NNG
어떻,VA
게,EC
하__010900,VV
냐면,EC
하나,NR
둘__01,NR
셋,NR
넷__01,NR
다섯,NR
여섯,NR
일곱,NR
여덟,NR
이렇,VA
게,EC
되__010401,VV
는,ETM
것__01,NNB
이,VCP
죠,EC
그렇__000001,VA
지요,EF
?,SF
그러니까,MAJ
비읍__010000,NNG
을,JKO
두__01,MM
번__04,NNB
쓰__010101,VV
면,EC
되__010401,VV
는,ETM
것__01,NNB
이,VCP
죠,EF
.,SF
하나,NR
둘__01,NR
셋,NR
넷__01,NR
다섯,NR
여섯,NR
일곱,NR
여덟,NR
이런__01,MM
식__040002,NNG
으로,JKB
쓰__010101,VV
면,EC
되__010401,VV
겠,EP
습니다,EF
.,SF
잘__02,MAG
알__000101,VV
시,EP
겠,EP
죠,EF
?,SF
여러,MM
번__04,NNB
연습__030000,NNG
을,JKO
하__010101,VV
면,EC
좋__010201,VA
겠,EP
습니다,EF
.,SF
자__140001,NNG
다음__010004,NNG
은,JX
두__01,MM
번째,NNB
경음__010000,NNG
된소리__010000,NNG
로,JKB
-,SO
뜨이__020201,VV
ㅂ니다,EC
-,SO
뜨,NNG
-,SO
뜨,NNG
-,SO
뜨__050001,VV
죠,EF
.,SF
자__140001,NNG
한번__000102,NNG
자세히,MAG
살펴보__000003,VV
도록,EC
하__01,VX
겠,EP
습니다,EF
.,SF
-,SO
뜨,NNG
-,SO
뜨__010100,VV
는,ETM
요,JX
이것,NP
은,JX
발음__010000,NNG
기호__010000,NNG
로,JKB
치__020001,VV
면,EC
t,SL
자__140001,NNG
에다가,JKB
t,SL
를,JKO
발음하__010000,VV
면,EC
-,SO
드,NNP
혹은,MAG
-,SO
트,NNG
가,JKC
되__010401,VV
죠,EF
.,SF
t,SL
자__140001,NNG
에다,JKB
아까__000100,NNG
와,JKB
마찬가지,NNG
로,JKB
쉼표__000001,NNG
를,JKO
붙이__000101,VV
었,EP
어요,EF
.,SF
그__01,MM
쉼표__000001,NNG
를,JKO
붙이__000101,VV
ㄴ,ETM
것__01,NNB
이,JKS
이것,NP
이,JKC
된소리__010000,NNG
에,JKB
해당하__040000,VV
는,ETM
국제__020001,NNG
음성__020001,NNG
기호__010000,NNG
이,VCP
라고,EC
하__010101,VV
ㄹ,ETM
수__02,NNB
가,JKS
있__010305,VA
습니다,EF
.,SF
역시__01,MAG
이것,NP
도,JX
아까,MAG
설명,NNG
드리__010002,VV
었,EP
듯이,EC
똑같__000001,VA
습니다,EF
.,SF
경음__010000,NNG
은,JX
어떻,VA
게요,EF
?,SF
성대__080000,NNG
에,JKB
긴장도,NNG
가,JKS
상당히,MAG
크__010003,VA
ㄹ,ETM
소리__010001,NNG
이,VCP
ㅂ니다,EF
.,SF
평음,NNG
에,JKB
비하__000002,VV
여서,EC
성대__080000,NNG
의,JKG
긴장도,NNG
가,JKS
아주__01,MAG
크__010001,VA
고,EC
그__01,MM
다음__010004,NNG
에,JKB
역시__01,MAG
평음,NNG
이나,JC
격음,NNG
에,JKB
비하__000002,VV
여서,EC
는,JX
공기__060001,NNG
의,JKG
나오__000101,VV
는,ETM
정도__110001,NNG
가,JKS
아주__01,MAG
적__020000,VA
은,ETM
소리__010001,NNG
거의__01,MAG
나오__000101,VV
지,EC
않,VX
는,ETM
소리__010001,NNG
이,VCP
라고,EC
이야기__000001,NNG
를,JKO
하__010101,VV
ㄹ,ETM
수__02,NNB
가,JKS
있__010305,VA
겠,EP
습니다,EF
.,SF
자__04,IC
혀__010001,NNG
모양__020001,NNG
은,JX
뭐,IC
혀모양,NNG
은,JX
이거__01,NP
는,JX
뭐,NP
이,VCP
냐면,EC
혀__010001,NNG
는,JX
어디__01,NP
가__010101,VV
냐,EC
면,EC
요,JX
여러분,NP
기억__020001,NNG
나__010503,VV
죠,EC
우리__03,NP
가,JKS
평음,NNG
의,JKG
-,SO
드를,NNG
공부하,VV
였,EP
을,ETM
때__010001,NNG
이__05,MM
혀__010001,NNG
가,JKS
어디__01,NP
가__010101,VV
냐면,EC
윗니,NNG
의,JKG
이하__020001,NNG
고,JKQ
잇몸,NNG
이,JKS
만나__000102,VV
는,ETM
부분__010000,NNG
거기__01,NP
를,JKO
제__01,NP
가,JKS
뭐,NP
이,VCP
라고,EC
그러__000001,VV
었,EP
죠,EF
?,SF
거기__01,NP
를,JKO
치조__030000,NNG
혹은,MAG
치경__060000,NNG
이,VCP
라고,EC
하__010101,VV
는,ETM
것__01,NNB
이,VCP
죠,EF
.,SF
그래서,MAJ
치경__060000,NNG
과,JC
치조__030000,NNG
를,JKO
탁__01,MAG
때리__010001,VV
면서,EC
발음하__010000,VV
여,EC
보__01,VX
면,EC
-,SO
뜨,NNG
-,SO
뜨,NNG
하,XSV
면,EC
혀__010001,NNG
가,JKS
그__01,MM
위치__010001,NNG
를,JKO
탁__01,MAG
때리__010001,VV
었,EP
다가,EC
떨어지__000101,VV
면서,EC
나__010403,VV
는,ETM
소리__010001,NNG
이,VCP
기,ETN
때문,NNB
에,JKB
이것,NP
도,JX
평음,NNG
의,JKG
-,SO
드와,NNP
마찬가지,NNG
로,JKB
치조음,NNG
이,VCP
라고,EC
하__010101,VV
ㄹ,ETM
수__02,NNB
가,JKS
있__010305,VA
겠,EP
습니다,EF
.,SF
자__04,IC
다시__01,MAG
한__01,MM
번__04,NNB
강조하,VV
ㅂ니다,EF
.,SF
경음__010000,NNG
발음하__010000,VV
ㄹ,ETM
때__010001,NNG
가장__01,MAG
중요하__020000,VA
ㄴ,ETM
키포인트,NNG
는,JX
뭐,NP
이,VCP
냐면,EC
성대__080000,NNG
의,JKG
긴장__000002,NNG
도,JX
성대__080000,NNG
의,JKG
긴장도,NNG
를,JKO
주__010101,VV
어라,EC
그리고,MAJ
공기__060001,NNG
를,JKO
밖__000001,NNG
으로,JKB
많이,MAG
보내__000101,VV
면,EC
안되__020001,VA
ㄴ다,EC
거의__01,MAG
내보내__000101,VV
지,EC
않,VX
는다는,ETM
느낌,NNG
으로,JKB
발음하__010000,VV
ㄴ다,EF
.,SF
그렇__000001,VA
게,EC
이야기하__000101,VV
ㄹ,ETM
수__02,NNB
가,JKS
있__010305,VA
겠,EP
습니다,EF
.,SF
자__04,IC
그러면,MAJ
우리__03,NP
원어민,NNG
의,JKG
발음__010000,NNG
을,JKO
듣__010201,VV
어,EC
보__01,VX
도록,EC
하__01,VX
겠,EP
습니다,EF
.,SF
자__04,IC
혜,NNG
준__07,XPN
씨__07,NNB
발음__010000,NNG
한번__000101,NNG
하__010101,VV
여,EC
주__01,VX
ㄹ까,EC
요,JX
?,SF
창익,NNP
씨__07,NNB
입__000001,NNG
모양__020005,NNG
을,JKO
잘__02,MAG
보__010101,VV
세요,EF
.,SF
입__000001,NNG
모양__020005,NNG
을,JKO
잘__02,MAG
보__010101,VV
고,EC
여기__01,NP
성대__080000,NNG
가,JKS
근육,NNG
이,JKS
긴장하,VV
면서,EC
약간,MAG
움직이__000001,VV
는,ETM
것__01,NNB
이,JKS
여러분,NP
들__09,XSN
이,JKS
움직이__000001,VV
는,ETM
것__01,NNB
을,JKO
여러분,NP
들__09,XSN
이,JKS
보__010101,VV
ㄹ,ETM
수__02,NNB
가,JKS
있__010305,VA
을,ETM
것__01,NNB
이,VCP
ㅂ니다,EF
.,SF
자__140001,NNG
쓰__010102,VV
는,ETM
방법__000001,NNG
은,JX
-,SO
드를,NNG
두__01,MM
번__04,NNB
쓰__030101,VV
면,EC
되__010401,VV
니까,EC
하나,NR
둘__01,NR
셋,NR
넷__01,NR
.,SF
하나,NR
둘__01,NR
셋,NR
넷__01,NR
이런__01,MM
식__04,NNB
으로,JKB
연습__030000,NNG
을,JKO
하__010101,VV
시,EP
면,EC
되__010401,VV
겠,EP
습니다,EF
.,SF
자__03,NNB
세__01,MM
번째,NNB
경음__010000,NNG
은,JX
-,SO
쯔,NNG
이,VCP
ㅂ니다,EF
.,SF
-,SO
쯔,MAG
-,SO
쯔,MAG
그렇__000001,VA
지요,EF
?,SF
-,SO
쯔,MAG
-,SO
쯔,NNG
의,JKG
어떤,MM
조음__050001,NNG
적__18,XSN
이,VCP
ㄴ,ETM
그러니까,MAJ
발음__010000,NNG
을,JKO
어떻,VA
게,EC
하__010200,VV
는,ETM
방법__000001,NNG
그리고,MAJ
입__000001,NNG
모양__020005,NNG
에,JKB
대하__020003,VV
여서,EC
살펴보__000001,VV
도록,EC
하__01,VX
겠,EP
습니다,EF
.,SF
-,SO
쯔,MAG
-,SO
쯔,NNG
는,JX
요,JX
이렇,VA
게,EC
t,SL
하고,JKB
이렇,VA
게,EC
쉬__03,MAG
이거__01,NP
쉬__03,MAG
발음__010000,NNG
이,VCP
죠,EC
이것,NP
ㄹ,JKO
하__010101,VV
여,EC
놓__01,VX
고,EC
여기__01,NP
가,JKS
어퍼,NNP
스토,NNP
로프,NNG
쉼표__000001,NNG
를,JKO
찍__020104,VV
었,EP
죠,EF
.,SF
그러니까,MAJ
앞__000001,NNG
에,JKB
것__01,NNB
만,JX
있__010302,VA
으면,EC
쉼표__000001,NNG
가,JKS
없__010106,VA
으면,EC
그것,NP
은,JX
-,SO
즈__03,NP
발음__010000,NNG
이,VCP
ㅂ니다,EF
.,SF
-,SO
즈__03,NP
그렇__000001,VA
지요,EF
?,SF
근데__01,MAJ
쉼표__000001,NNG
가,JKS
있__010302,VA
으니까,EC
-,SO
쯔,MAG
경음__010000,NNG
으로,JKB
발음__010000,NNG
하__010101,VV
라는,ETM
것__01,NNB
이,VCP
죠,EF
.,SF
그래서,MAJ
이__05,MM
-,SO
쯔,NNG
도,JX
역시__01,MAG
?,SF
즈__03,NP
와,JC
해당하__040000,VV
는,ETM
것__01,NNB
이,JKS
같__000100,VA
은데,EC
경구개음,NNG
이,VCP
라고,EC
하__010701,VV
는데,EC
이것,NP
은,JX
어떤,MM
사람__000001,NNG
은,JX
치조__030000,NNG
경구개음,NNG
이렇,VA
게,EC
이야기__000001,NNG
도,JX
하__010101,VV
ㅂ니다,EF
.,SF
아까,MAG
말씀__000002,NNG
드리,XSV
ㄴ,ETM
치조__030000,NNG
윗니,NNG
와,JC
잇몸,NNG
이,JKS
만나__000102,VV
는,ETM
부분__010000,NNG
부분__010000,NNG
에서,JKB
좀__02,MAG
안쪽__000001,NNG
으로,JKB
혀__010001,NNG
를,JKO
말__010002,VV
아,EC
보__010101,VV
면,EC
거기__01,NP
딱딱하__010001,VA
ㄴ,ETM
부분__010000,NNG
이,JKS
있__010302,VA
어요,EF
.,SF
딱딱하__010001,VA
ㄴ,ETM
부분__010000,NNG
그__01,MM
부분__010000,NNG
을,JKO
우리__03,NP
가,JKS
뭐,NP
이,VCP
라,EC
그러__000001,VV
냐면,EC
딱딱하__010001,VA
ㄴ,ETM
입천장,NNG
이,VCP
라고,EC
이야기하__000101,VV
여서,EC
경구개,NNG
이,VCP
라고,EC
이야기하__000101,VV
는,ETM
것__01,NNB
이,VCP
ㅂ니다,EF
.,SF
그래서,MAJ
이__05,MM
-,SO
즈나,NNP
-,SO
쯔,NNG
는,JX
그__01,MM
부분__010000,NNG
에,JKB
혀__010001,NNG
가,JKS
가늘__000001,VA
ㄴ,ETM
혀__010001,NNG
가,JKS
그__01,MM
부분__010000,NNG
으로,JKB
접근하__000001,VV
는,ETM
그런__01,MM
소리__010001,NNG
이,VCP
에요,EF
.,SF
그래서,MAJ
그러__000001,VV
니까,EC
아까,MAG
이야기하__000101,VV
였,EP
던,ETM
-,SO
드,NNP
보다,JKB
는,JX
혀__010001,NNG
가,JKS
좀__02,MAG
더__01,MAG
위쪽,NNG
으로,JKB
가__010101,VV
는,ETM
것__01,NNB
이,VCP
죠,EF
.,SF
위쪽,NNG
으로,JKB
위쪽,NNG
으로,JKB
가__010101,VV
는,ETM
것__01,NNB
이,VCP
죠,EF
.,SF
그래서,MAJ
-,SO
쯔,MAG
이렇,VA
게,EC
이야기하__000101,VV
ㄹ,ETM
수__02,NNB
가,JKS
있__010305,VA
는,ETM
것__01,NNB
이,VCP
죠,EF
.,SF
자__04,IC
제__01,NP
가,JKS
여러,MM
번__04,NNB
이야기하__000101,VV
였,EP
습니다,EF
.,SF
우리__03,NP
가,JKS
입술__000001,NNG
이,JKS
있__010302,VA
고,EC
입술__000001,NNG
에서,JKB
혀__010001,NNG
를,JKO
갖__010200,VV
다가,EC
좀__02,MAG
안쪽__000001,NNG
으로,JKB
말__030001,VV
면,EC
치조__030000,NNG
가,JKS
있__010302,VA
다,EC
그러__000001,VV
었,EP
어요,EC
치조__030000,NNG
치조__030000,NNG
는,JX
뭐,NP
이,VCP
냐,EF
?,SF
윗잇몸,NNG
과,JC
이빨,NNG
이,JKS
만나__000102,VV
는,ETM
부분__010000,NNG
.,SF
치조__030000,NNG
에서,JKB
좀__02,MAG
더__01,MAG
안쪽__000001,NNG
으로,JKB
가__010101,VV
면,EC
딱딱하__010001,VA
ㄴ,ETM
입천장,NNG
이,JKS
나오__000101,VV
는데,EC
그것,NP
ㄹ,JKO
갖__010101,VV
다가,EC
경구개,NNG
이,VCP
라고,EC
그러__000001,VV
ㄴ다,EF
.,SF
그리고,MAJ
더__01,MAG
안쪽__000001,NNG
으로,JKB
가__010101,VV
면,EC
물렁물렁하__000001,VA
ㄴ,ETM
부분__010000,NNG
우리__03,NP
가,JKS
감기__040000,NNG
에,JKB
걸리__010107,VV
었,EP
을,ETM
때__010001,NNG
거기__01,NP
아주__01,MAG
간질간질하__000001,VV
ㄴ,ETM
부분__010000,NNG
이,JKS
있__010302,VA
어요,EF
.,SF
말랑말랑하__000001,VA
ㄴ,ETM
부분__010000,NNG
그__01,MM
부분__010000,NNG
을,JKO
우리__03,NP
가,JKS
뭐,NP
이,VCP
라,EC
그러__000001,VV
냐면,EC
연구개,NNG
이,VCP
라고,EC
이야기하__000101,VV
는,ETM
것__01,NNB
이,VCP
죠,EF
.,SF
그__01,MM
발음__010000,NNG
의,JKG
위치__010001,NNG
를,JKO
여러분,NP
이,JKS
잘__02,MAG
알__000101,VV
아,EC
두__010500,VV
었,EP
으면,EC
좋__010201,VA
겠,EP
습니다,EF
.,SF
역시__01,MAG
이것,NP
도,JX
성대__080000,NNG
에,JKB
긴장__000001,NNG
이,JKS
가__010101,VV
는,ETM
그런__01,MM
소리__010001,NNG
이,VCP
라고,EC
하__010101,VV
ㄹ,ETM
수__02,NNB
가,JKS
있__010305,VA
겠,EP
습니다,EF
.,SF
자__04,IC
그러면,MAJ
우리__03,NP
원어민,NNG
선생님__000001,NNG
의,JKG
발음__010000,NNG
을,JKO
듣__010201,VV
어,EC
보__01,VX
도록,EC
하__01,VX
ㅂ시다,EF
.,SF
하__010101,VV
여,EC
주__01,VX
ㄴ,ETM
씨__07,NNB
창익,NNP
씨__07,NNB
예__06,IC
발음__010000,NNG
아주__01,MAG
잘__02,MAG
하__010101,VV
였,EP
어요,EF
.,SF
원어민,NNG
이,VCP
니까,EC
발음__010000,NNG
잘__02,MAG
하__010101,VV
여야,EC
하__01,VX
겠,EP
죠,EF
.,SF
자__140001,NNG
쓰__010102,VV
는,ETM
방법__000001,NNG
역시__01,MAG
이것,NP
도,JX
하나,NR
둘__01,NR
하나,NR
둘__01,NR
그러니까,MAJ
하나,NR
둘__01,NR
셋,NR
넷__01,NR
이런__01,MM
식__04,NNB
으로,JKB
네__02,MM
번__04,NNB
에,JKB
입각하__020000,VV
여서,EC
여러분,NP
이,JKS
연습__030000,NNG
을,JKO
하__010101,VV
면,EC
되__010401,VV
겠,EP
습니다,EF
.,SF
자__140001,NNG
다음__010004,NNG
은,JX
네__02,MM
번째,NNB
경음__030000,NNG
-,SO
끄,NNG
가,JKC
되__010401,VV
겠,EP
습니다,EF
.,SF
-,SO
끄,NNG
그렇__000001,VA
지요,EF
?,SF
저__03,NP
의,JKG
입__000001,NNG
모양__020005,NNG
을,JKO
잘__02,MAG
보__010101,VV
세요,EF
.,SF
입__000001,NNG
모양__020001,NNG
에,JKB
비밀__000001,NNG
이,JKS
숨__010001,VV
어,EC
있__01,VX
습니다,EF
.,SF
-,SO
끄,NNG
살펴보__000001,VV
도록,EC
하__01,VX
겠,EP
습니다,EF
.,SF
자__04,IC
발음__010000,NNG
기호__010000,NNG
상__26,XSN
으로,JKB
는,JX
k,SL
자__140001,NNG
를,JKO
쓰__020101,VV
고,EC
그__01,MM
위__010003,NNG
에,JKB
쉼표__000001,NNG
를,JKO
찍__020104,VV
었,EP
습니다,EF
.,SF
K,SL
만,JX
찍__020203,VV
으면,EC
우리__03,NP
가,JKS
